,titles,keys,cluster_num
18581,Canon EOS 80D Wi-Fi Digital SLR Camera & EF-S 18-55mm IS STM Lens with 75-300mm III Lens + 64GB Card + Case + Flash + Battery & Charger + Grip + Tripod Kit,"['monitor_type', 'lens_mount', 'storage', 'flash_compensation', 'flash_control', 'nfc', 'camera_type', 'monitor_resolution', 'flash_sync_terminal', 'total_pixels', 'wi-fi', 'effective_pixels', 'image_stabilization']",7
17206,"Canon EOS 1300D Digital SLR Camera With 18-55mm IS II Lens, HD 1080p, 18MP, Wi-Fi, NFC, 3"" LCD Screen","['self_timer', 'value', 'touch_screen', 'camera_type', 'waterproof']",7
15999,Canon PowerShot G1 X Mark II Wi-Fi Digital Camera with 64GB Card + Case + Flash + Tripod + Filters + Tele/Wide Lens Kit,"['digital_zoom', 'flash', 'sensor_type', 'storage', 'optical_zoom']",7
12984,Canon PowerShot SX540 HS Wi-Fi Digital Camera with 32GB Card + Case + Flash + Battery & Charger + Tripod + Kit,"['monitor_type', 'digital_zoom', 'flash', 'sensor_type', 'sensor_size', 'total_pixels', 'nfc', 'storage', 'optical_zoom', 'wi-fi']",7
14933,M8-1.2 x 60 mm. Phillips Pan-Head Machine Screws (2-Pack),"['package_quantity', 'size', 'drive_style', 'fastener_type', 'head_style']",8
13815,#12 x 3 in. Zinc-Plated Steel Pan-Head Phillips Sheet Metal Screws (2-Pack),"['primary_use', 'fastener_thread_type', 'finish', 'fastenerconnector_material', 'size', 'indooroutdoor', 'measurement_standard', 'self_tapping', 'self_drilling', 'coated', 'head_style', 'drive_style', 'finish_family', 'fastener_type', 'package_quantity', 'fastener_plating']",8
13426,#10 x 2 in. Phillips Flat-Head Sheet Metal Screws (2 per Pack),"['primary_use', 'fastener_thread_type', 'finish', 'fastenerconnector_material', 'size', 'indooroutdoor', 'measurement_standard', 'screw_length', 'self_tapping', 'self_drilling', 'coated', 'head_style', 'drive_style', 'finish_family', 'fastener_type', 'package_quantity', 'fastener_plating']",8
18762,#8 x 1-1/2 in. Philips Pan-Head Sheet Metal Screws (2-Pack),"['primary_use', 'fastener_thread_type', 'finish', 'fastenerconnector_material', 'size', 'indooroutdoor', 'measurement_standard', 'screw_length', 'self_tapping', 'self_drilling', 'coated', 'head_style', 'drive_style', 'finish_family', 'fastener_type', 'package_quantity', 'fastener_plating']",8
17904,#8 5/8 in. Phillips Stainless Steel Oval-Head Drive Sheet Metal Screw (5-Pack),"['primary_use', 'fastener_thread_type', 'self_tapping', 'finish', 'fastenerconnector_material', 'size', 'indooroutdoor', 'measurement_standard', 'screw_length', 'fastener_type', 'coated', 'head_style', 'drive_style', 'finish_family', 'self_drilling', 'package_quantity', 'fastener_plating']",8
11929,#8-32 x 2 in. Phillips Oval-Head Machine Screws (4-Pack),"['finish', 'finish_family', 'measurement_standard', 'package_quantity', 'screw_length', 'size', 'drive_style', 'self_tapping', 'primary_use', 'head_style', 'fastenerconnector_material', 'indooroutdoor', 'coated', 'fastener_thread_type', 'self_drilling', 'fastener_type', 'fastener_plating']",8
12444,#7 1-1/4 in. Phillips-Square Flat-Head Wood Screws (75-Pack),"['fastener_head_style', 'measurement_standard', 'package_quantity', 'screw_length', 'drive_style', 'self_tapping', 'head_style', 'fastenerconnector_material', 'indooroutdoor', 'coated', 'fastener_thread_type', 'self_drilling', 'fastener_type', 'fastener_plating']",8
18323,#12 x 2 in. Stainless-Steel Oval-Head Phillips Sheet Metal screw (2-Pack),"['primary_use', 'fastener_thread_type', 'finish', 'fastenerconnector_material', 'size', 'indooroutdoor', 'measurement_standard', 'screw_length', 'self_tapping', 'self_drilling', 'coated', 'head_style', 'drive_style', 'finish_family', 'fastener_type', 'package_quantity', 'fastener_plating']",8
12472,M3-0.5 x 12 mm. Phillips Pan-Head Machine Screws (2-Pack),"['package_quantity', 'drive_style', 'fastener_type', 'head_style']",8
13442,#9 2-1/2 in. Phillips-Square Flat-Head Wood Deck Screws (1 lb.-Pack),"['self_tapping', 'fastenerconnector_material', 'size', 'indooroutdoor', 'measurement_standard', 'coated', 'screw_length', 'fastener_type', 'fastener_head_style', 'head_style', 'fastener_thread_type', 'drive_style', 'self_drilling', 'fastener_plating']",8
15955,M5-0.8 x 6 mm. Phillips-Square Flat-Head Machine Screws (3-Pack),"['package_quantity', 'drive_style', 'fastener_type', 'head_style']",8
13361,#10-32 x 1 in. Phillips-Slotted Round-Head Machine Screws (6-Pack),"['finish', 'fastener_head_style', 'finish_family', 'measurement_standard', 'package_quantity', 'screw_length', 'size', 'drive_style', 'self_tapping', 'primary_use', 'head_style', 'fastenerconnector_material', 'indooroutdoor', 'coated', 'fastener_thread_type', 'self_drilling', 'fastener_type', 'fastener_plating']",8
18142,1/4 in.-20 x 1/2 in. Phillips-Slotted Round-Head Machine Screws (2-Pack),"['finish', 'fastener_head_style', 'finish_family', 'measurement_standard', 'package_quantity', 'screw_length', 'size', 'drive_style', 'self_tapping', 'primary_use', 'head_style', 'fastenerconnector_material', 'indooroutdoor', 'coated', 'fastener_thread_type', 'self_drilling', 'fastener_type', 'fastener_plating']",8
17876,BMW 5 SERIES,"['tyre_size_rear', 'space_saver', 'wheel_style', 'alloys', 'minimum_kerbweight', 'length', 'max_towing_weight-unbraked', 'tyre_size_front', 'gross_vehicle_weight', 'fuel_tank_capacity_litres', 'width_including_mirrors', 'tyre_size_spare', 'turning_circle-kerb_to_kerb', 'luggage_capacity_seats_up', 'no_of_seats', 'max_towing_weight-braked', 'height', 'max_roof_load', 'max_loading_weight', 'wheelbase', 'width']",9
18695,BMW 4 Series,"['first_reg_date', 'vehicle_sub_type', 'colour', 'gear_type', 'year', 'doors', 'fuel_type', 'engine_size', 'category']",9
16737,BMW 6 SERIES,"['tyre_size_rear', 'space_saver', 'alloys', 'tyre_size_front', 'gross_vehicle_weight', 'tyre_size_spare', 'turning_circle-kerb_to_kerb', 'luggage_capacity_seats_up', 'no_of_seats', 'fuel_tank_capacity_litres', 'max_loading_weight', 'width']",9
11988,BMW 5 Series,"['drive_train', 'no_of_doors', 'power', 'automatic', 'seating_capacity', 'transmission', 'mileage']",9
11946,Bmw 4 series,"['doors', 'owners', 'engine_size', 'category']",9
13635,"Acer, Inc Acer S241HL 24"" LED LCD Monitor - 16:9 - 5 ms","['speakers', 'screen_mode', 'color_supported', 'brightness', 'vga', 'response_time', 'product_series', 'backlight_technology', 'hdmi', 'aspect_ratio', 'contrast_ratio', 'green_compliance_certificateauthority', 'color']",10
15832,"AOC e2425Swd 24"" LED LCD Monitor - 16:9 - 5 ms - Adjustable Display Angle - 1920 x 1080 - 16.7 Million Colors - 250 Nit - 20,000,000:1 - Full HD - DVI - VGA - 23 W - Black - ENERGY STAR","['vga', 'response_time', 'backlight_technology', '3d_type', 'speakers', 'screen_mode', 'horizontal_viewing_angle', 'brightness', 'vertical_viewing_angle', 'color_supported', 'mount_type', 'usb', 'color']",10
14228,"AOC E2351F 23"" LED LCD Monitor - 16:9 - 5 ms","['screen_mode', 'vertical_viewing_angle', 'response_time', 'aspect_ratio', 'horizontal_viewing_angle', 'backlight_technology']",10
18185,Acer CZ340CK 34 Inch LED LCD Monitor - 21:9 - 5 ms,"['color_supported', 'response_time', 'product_series', 'backlight_technology', 'aspect_ratio', 'speakers', 'brightness', 'product_type', 'hdmi', 'contrast_ratio']",10
11955,Viewsonic Graphic VG2437Smc 24' LED LCD Monitor - 16:9 - 6.90 ms Item # 135428,"['integrated_speakers', 'brightness', 'energy_star', 'platform_supported', 'backlight_technology', 'aspect_ratio', 'horizontal_viewing_angle', 'screen_mode', 'color']",10
18516,LG 34UC87M-B 34 Inch LED LCD Monitor - 21:9 - 5 ms,"['built-in_devices', 'platform_supported', 'backlight_technology', 'aspect_ratio', 'horizontal_viewing_angle', 'response_time', 'brightness', 'product_type', 'vertical_viewing_angle', 'usb', 'hdmi', 'contrast_ratio', 'speakers']",10
13173,"Acer Acer B226WL 22"" LED LCD Monitor - 16:10 - 5 ms - Adjustable Display Angle - 1680 x 1050 - 16.7 Million Colors - 250 Nit - 1","['brightness', 'product_type', 'display_type', 'response_time', 'color', 'product_series', 'contrast_ratio', 'general_warranty']",10
13277,HP HC240 24 Inch LED LCD Monitor - 16:10 - 8 ms,"['built-in_devices', 'color_supported', 'response_time', 'backlight_technology', 'aspect_ratio', 'screen_mode', 'usb', 'product_type', 'hdmi', 'contrast_ratio', 'brightness', 'energy_star']",10
17210,Acer V196WL 19in LED LCD Monitor - 16:10 - 5 ms - Adjustable Display Angle - 1440 x 900 - 16.7 Million Colors - 250 Nit - 100000000:1 - WXGA+ - Speakers - VGA - 13 W - Black - EPEAT Gol,"['speakers', 'color_supported', 'screen_mode', 'vga', 'brightness', 'product_type', 'response_time', 'product_series', 'backlight_technology', 'aspect_ratio', 'contrast_ratio', 'color']",10
17238,Viewsonic VG2847Smh 28' LED LCD Monitor - 16:9 - 6.90 ms Item # 135632,"['integrated_speakers', 'built-in_devices', 'brightness', 'energy_star', 'backlight_technology', 'aspect_ratio', 'screen_mode', 'color']",10
18214,"Samsung S24E650BW 24"" LED LCD Monitor - 16:10 - 4 ms","['widescreen', 'brightness', 'response_time', 'aspect_ratio']",10
17675,"ASUS Asus VS207D-P 19.5"" LED LCD Monitor - 16:9 - 5 ms - Adjustable Display Angle - 1600 x 900 - 16.7 Million Colors - 250 Nit -","['vertical_viewing_angle', 'response_time', 'backlight_technology', 'mount_type', 'contrast_ratio', 'horizontal_viewing_angle', 'display_type']",10
13205,"LG 34UC87M-B 34"" LED LCD Monitor - 21:9 - 5 ms","['warranty', 'built-in_devices']",10
15360,"BenQ GL2460 24"" LED LCD Monitor - 16:9 - 2 ms","['platform_supported', 'backlight_technology', 'environmental_certification', 'aspect_ratio', 'horizontal_viewing_angle', 'headphone_jack', 'integrated_speakers', 'screen_mode', 'brightness', 'energy_star']",10
11791,"Viewsonic (VG2847Smh) 28"" LED LCD Monitor","['swivel', 'energy_star_qualified']",10
17220,"Acer Acer V246HQL 23.6"" LED LCD Monitor - 16:9 - 5ms 1920 x 1080 - 16.7 Million Colors - 300 Nit - 100,000,000:1 - Full H",['color'],10
16743,Acer B246HQL 23.6' Widescreen LED Monitor,"['brightness', 'response_time', 'color_support', 'contrast_ratio', 'color']",10
13062,2015 Nissan Altima 2.5 S,"['driver_vanity_mirror', 'trim', 'model', 'illuminated_entry', 'abs_brakes', 'cd_player', 'drive', 'remote_keyless_entry', 'delay-off_headlights', 'brake_assist', 'color', 'year', 'four_wheel_independent_suspension', 'power_windows', 'doors', 'dual_front_side_impact_airbags', 'fuel', 'overhead_console', 'speed-sensing_steering', 'engine', 'transmission', 'mp3_decoder', 'outside_temperature_display', 'trip_computer', 'front_reading_lights', 'power_door_mirrors', 'type', 'speed_control', 'tachometer', 'tilt_steering_wheel']",11
12312,2016 Nissan Altima 2.5 S at Santa Maria Nissan,"['doors', 'engine', 'cylinders', 'drive_line', 'interior', 'fuel_type', 'mpg', 'transmission']",11
12245,2009 Nissan Altima 2.5(317) 300-2004,['interior'],11
16051,2014 Nissan Altima 2.5 S(844) 240-2377,"['color', 'transmission']",11
15544,2015 Nissan Altima 2.5 SV(606) 864-3555,"['rear_defogger', 'trip_computer', 'external_temperature_display']",11
15460,2012 Nissan Altima 2.5(270) 384-6426,"['engine', 'color', 'transmission']",11
12963,2007 Nissan Altima 2.5 S,"['engine_displacement', 'front_hiproom', 'number_of_valves', 'drive_type', 'rear_shoulder_room', 'front_tires', 'transmission', 'interior_cargo_volume', 'rear_tires']",11
12391,2014 Nissan Altima 2.5 S,"['drive_train', 'engine', 'interior', 'year', 'model', 'trim', 'type', 'trans', 'color']",11
18265,2012 Nissan Altima 2.5 (CVT),"['engine_displacement', 'air_pollution_score_ap', 'front_hiproom', 'turning_radius', 'compression_ratio', 'engine', 'bodystyle', 'rear_shoulder_room', 'interior_cargo_volume', 'drive_line', 'wheelbase', 'transmission', 'front_shoulder_room']",11
12199,2014 Nissan Altima,"['interior_color', 'fuel_type', 'engine', 'location', 'model', 'price', 'exterior_color']",11
15313,"Kipp M10 Cam Action Indexing Plunger, 5 mm (D), Steel, Style C (1/Pkg.), K0348.060510","['package_quantity', 'product_type', 'measurement_type']",12
15246,"Kipp 3/4""-16 Indexing Plunger with Pull Knob, Stainless Steel, Extended Locking Pin Not Hardened - Style A (1/Pkg.), K0630.211412AO","['package_quantity', 'product_type', 'measurement_type']",12
12534,"Kipp M20x1.5 (83 mm Length) Indexing Plunger without Collar, All Stainless Steel, Locking Pin Hardened - Style H (1/Pkg.), K0634.002410","['package_quantity', 'measurement_type']",12
12856,"Kipp M6x0.75 Indexing Plunger without Collar, Stainless Steel, Locking Pin Hardened - Style G (1/Pkg.), K0343.01903","['package_quantity', 'measurement_type']",12
12635,"Kipp M12x1.5 Indexing Plunger with Threaded Pin, Stainless Steel, Locking Pin Not Hardened - Style F (1/Pkg.), K0341.12206","['package_quantity', 'measurement_type']",12
13612,"Kipp M16x1.5 Cam Action Indexing Plunger, 8 mm (D), Stainless Steel, Style A (1/Pkg.), K0637.10408161","['package_quantity', 'product_type', 'measurement_type']",12
11868,Apple iPhone 6 Plus 128gb White - Verizon AT&T T-Mobile Unlocked GSM 7316628,"['camera', 'color', 'cosmetic_condition', 'contract', 'operating_system', 'model', 'original_carrier', 'carrier']",13
12731,Apple iPhone 5S 32GB Black - AT&T T-Mobile Unlocked GSM 7318162,"['camera', 'color', 'contract', 'operating_system', 'model', 'original_carrier', 'carrier']",13
13206,Apple iPhone 5S 32GB Black - AT&T T-Mobile Unlocked GSM 7315070,"['camera', 'color', 'cosmetic_condition', 'contract', 'operating_system', 'model', 'original_carrier', 'carrier']",13
17911,Apple iPhone 5S 32GB Black - Verizon AT&T T-Mobile Unlocked GSM 7315987,"['camera', 'color', 'cosmetic_condition', 'contract', 'operating_system', 'model', 'original_carrier', 'carrier']",13
13952,Apple iPhone SE 64GB Rose Gold - Verizon AT&T T-Mobile Unlocked GSM 7315020,"['color', 'cosmetic_condition', 'model', 'original_carrier', 'carrier']",13
13908,Apple iPhone 6 128gb Gold - AT&T T-Mobile Unlocked GSM 7316748,"['color', 'cosmetic_condition', 'model', 'original_carrier', 'carrier']",13
16079,Apple iPhone 5S 32GB Black - AT&T T-Mobile Unlocked GSM 7318164,"['camera', 'color', 'cosmetic_condition', 'contract', 'operating_system', 'model', 'original_carrier', 'carrier']",13
18494,Apple iPhone 6 16gb Black - AT&T T-Mobile Unlocked GSM 7315180,"['color', 'cosmetic_condition', 'model', 'original_carrier', 'carrier']",13
13195,"Generic Brand (HP 42X) Remanufactured Black, Extra High Yield (Made In USA) Toner Cartridge - Premium Compatibles (MADE IN USA)","['type', 'color']",14
16824,Generic Brand (HP 647A) Remanufactured Black Toner Cartridge - Premium Compatible,"['type', 'color']",14
17957,"Generic Brand Okidata 44574901 Remanufactured Black, Standard Yield Toner Cartridge - Premium Quality Compatibles (MADE IN USA)",['type'],14
12711,"Generic Brand (HP 640A) Remanufactured Cyan, Standard Yield (Made In USA) Toner Cartridge - Premium Compatibles (MADE IN USA)","['type', 'color']",14
17733,"Generic Brand HP CF380A Remanufactured Black, Standard Yield Toner Cartridge - Premium Quality Compatibles (MADE IN USA)",['type'],14
13262,HP Intel Xeon E5-2697 v3 Tetradeca-core (14 Core) 2.60 GHz Processor Upgrade - Socket R3 (LGA2011-3),"['product_line', 'processor_socket', 'process_technology', 'http', 'quickpath_interconnect', 'product_series']",15
17821,Lenovo Intel Xeon E5-2690 v3 Dodeca-core (12 Core) 2.60 GHz Processor Upgrade - Socket R3 (LGA2011-3),"['product_series', 'product_line', 'processor_socket', 'process_technology', 'http', 'quickpath_interconnect', 'processor_core', 'product_type']",15
11753,Lenovo Intel Xeon E5-2407 v2 Quad-core (4 Core) 2.40 GHz Processor Upgrade - Socket B2 LGA-1356 - 1 MB - 10 MB Cache - 6.4...,"['product_line', 'process_technology', 'processor_core', 'quickpath_interconnect']",15
15184,Lenovo Intel Xeon E5-2690 v2 Deca-core (10 Core) 3 GHz Processor Upgrade - Socket R LGA-2011 Item # 996679,"['product_line', 'process_technology', 'quickpath_interconnect', 'platform_supported', 'processor_socket']",15
12493,Intel Xeon E5-2603 v4 Hexa-core (6 Core) 1.70 GHz Processor - Socket R3 (LGA2011-3)OEM Pack,"['product_line', 'process_technology']",15
13288,"HP EliteBook 840 G1 14"" LCD Notebook - Intel Core i5 (4th Gen) i5-4300U Dual-core (2 Core) 1.90 GHz - 4 GB DDR3L SDRAM - 128 GB SSD - Windows 7 Professional 64-bit - 1926 x 1080 - Intel HD Graphics 4400 - Bluetooth - English (US) Keyboard - Gigabit Ethern","['processor_core', 'operating_system', 'processor_type', 'graphics_memory_technology', 'availability', 'memory_card_reader', 'hyper-threading', 'screen_mode', 'qty', 'memory_technology', 'platform', 'processor_generation', 'number_of_total_memory_slots', 'speakers', 'vga', 'total_number_of_usb_ports', 'battery_chemistry', 'microphone', 'number_of_cells', 'packaging', 'aspect_ratio', 'processor_model', 'graphics_controller_model', 'number_of_usb_30_ports', 'memory_standard', 'display_screen_type', 'bluetooth', 'ethernet_technology', 'backlight_technology']",16
13333,"HP L3Z71UT#ABA EliteBook 840 G2 14"" LED Notebook - Intel Core i5 i5-5300U Dual-core (2 Core) 2.30 GHz - Silver, Black - 8 GB RAM - DDR3L SDRAM - 500 GB HDD - Intel HD Graphics 5500 - Windows 7 Professional 64-bit - 1366 x 768 16:9 Display - Bluetooth","['processor_core', 'wireless_lan_standard', 'vpro_technology', 'graphics_memory_technology', 'optical_drive_type', 'memory_card_reader', 'hyper-threading', 'screen_mode', 'pointing_device_type', 'webcam', 'memory_technology', 'color', 'product_line', 'number_of_total_memory_slots', 'speakers', 'vga', 'total_number_of_usb_ports', 'battery_chemistry', 'touchscreen', 'microphone', 'number_of_cells', 'aspect_ratio', 'processor_model', 'hard_drive_interface', 'keyboard', 'graphics_controller_model', 'number_of_usb_30_ports', 'product_type', 'memory_standard', 'display_screen_type', 'bluetooth', 'processor_type', 'ethernet_technology', 'backlight_technology']",16
17708,"Panasonic Toughbook 53 CF-532ALBYBM 14"" LCD Notebook - Intel Core i5 (4th Gen) i5-4310U Dual-core (2 Core) 2 GHz - 4 GB DDR3L SDRAM - 500 GB HDD - Windows 8.1 Pro - 1366 x 768 - CircuLumin - Intel HD 4400 with 1.65 GB - Gigabit Ethernet - Network (RJ-45) - HDMI - 2 x USB 3.0 Ports","['processor_generation', 'total_number_of_usb_ports', 'processor_core', 'product_line', 'battery_chemistry', 'touchscreen', 'operating_system', 'processor_type', 'processor_model', 'graphics_memory_technology', 'environmental_certification', 'graphics_controller_model', 'number_of_usb_30_ports', 'product_type', 'display_screen_type', 'display_screen_technology', 'memory_technology', 'hdmi', 'ethernet_technology', 'energy_star']",16
14470,"HP Inc. Smart Buy t520 AMD GX-212JC Dual-Core SOC APU 1.20GHz Flexible Thin Client - 4GB RAM, 16GB MLC M.2 SSD, Gigabit Ethernet, 802.11a/b/g/n (G9F14AT#ABA)",['keyboard'],16
18365,"HP W5W71UT#ABA T730 - Thin Client - Tower - 1 X Rx427Bb 2.7 Ghz - Ram 8 Gb - Flash 32 Gb - Radeon Hd 9000 - Gige - Wlan: Bluetooth, 802.11A/B/G/N/Ac - Win 10 Iot Enterprise - Monitor: None - Smart Buy by HP","['number_of_usb_30_ports', 'number_of_usb_20_ports', 'memory_technology', 'network_communication', 'processor_core']",16
15204,HP ProBook 640 G2 14 Inch Notebook - Intel Core i5 (6th Gen) i5-6200U Dual-core (2 Core) 2.30 GHz - 8 GB DDR4 SDRAM - 256 GB SSD - Windows 10 Pro 64-bit - 1920 x 1080,"['processor_generation', 'processor_model', 'aspect_ratio', 'total_number_of_usb_ports', 'processor_core', 'product_line', 'operating_system', 'battery_chemistry', 'number_of_cells', 'environmental_certification', 'wireless_lan_standard', 'processor_type', 'graphics_memory_technology', 'optical_drive_type', 'graphics_controller_model', 'number_of_usb_30_ports', 'product_type', 'memory_technology', 'bluetooth', 'ethernet_technology', 'energy_star']",16
17758,"HP Inc. Smart Buy Z240 Intel Core i7-6700 Quad-Core 3.40GHz Small Form Factor Workstation - 16GB RAM, 256GB PCIe SSD + 2TB HDD, SuperMulti DVD, Gigabit Ethernet (T4N75UT#ABA)","['storage_type', 'form_factor', 'chipset', 'memory_slots', 'keyboard']",16
13365,"Hewlett Packard Enterprise ProLiant DL360 Gen9 Performance - Server - rack-mountable - 1U - 2-way - 2 x Xeon E5-2660V4 / 2 GHz - RAM 64 GB - SAS - hot-swap 2.5' - no HDD - Matrox G200 - GigE, 10 GigE - monitor: none (851937-B21)",['memory_slots'],16
17689,"HP Inc. EliteDesk 800 G2 - Mini desktop - 1 x Core i7 6700T / 2.8 GHz - RAM 8 GB - HDD 500 GB - HD Graphics 530 - GigE - WLAN: 802.11a/b/g/n/ac, Bluetooth 4.1 - Win 10 Pro 64-bit - vPro - monitor: none - Smart Buy (Y2P15UT#ABA)","['graphics', 'storage_type', 'chipset', 'memory_slots', 'form_factor', 'keyboard']",16
13874,2005 Nissan Altima 2.5 S Sedan,"['engine_displacement', 'recommended_fuel', 'engine_liters', 'front_hiproom', 'front_legroom', 'turning_radius', 'exterior_height', 'cylinder_configuration', 'exterior_color', 'rear_tires', 'rear_hiproom', 'drive_type', 'front_shoulder_room', 'engine_torque', 'suspensionhandlingfront_tires', 'fuel_tank_capacity', 'specs_and_dimensionscompression_ratio', 'front_headroom', 'number_of_valves', 'engine_location', 'transmission']",17
15611,2014 Nissan Altima 2.5 SL Sedan,"['front_seats', 'wireless_phone_connectivity', 'engine_displacement', '1st_row_lcd_monitors', 'turning_radius', 'rear_legroom', 'cylinder_configuration', 'max_seating_capacity', 'front_hiproom', 'electronic_stability', 'exterior_body_width', 'front_dual_zone_ac', 'rear_shoulder_room', 'front_legroom', 'exterior_length', 'specs_and_dimensionscompression_ratio', 'engine_location', 'rear_seats', 'recommended_fuel', 'engine_liters', 'interior_maximum_cargo_volume', 'rear_headroom', 'exterior_color', 'exterior_height', 'engine_torque', 'horsepower', 'automatic_temperature_control', 'interior_cargo_volume', 'wheelbase', 'rear_tires', 'rear_hiproom', 'engine_horsepower', 'drive_type', 'seats_and_trim', 'front_shoulder_room', 'amfm_radio', 'suspensionhandlingfront_tires', 'fuel_tank_capacity', 'number_of_valves', 'gvwr']",17
13863,2014 Nissan Altima 2.5 S Sedan,"['passenger_volume', 'engine_displacement', 'recommended_fuel', 'engine_liters', 'front_hiproom', 'front_legroom', 'rear_headroom', 'turning_radius', 'rear_legroom', 'gvwr', 'exterior_height', 'engine_torque', 'cargo', 'cylinder_configuration', 'interior_cargo_volume', 'wheelbase', 'front_headroom', 'door_mirrors', 'exterior_length', 'rear_hiproom', 'engine_horsepower', 'drive_type', 'exterior_body_width', 'rear_shoulder_room', 'interior_maximum_cargo_volume', 'rear_tires', 'suspensionhandlingfront_tires', 'fuel_tank_capacity', 'specs_and_dimensionscompression_ratio', 'number_of_valves', 'horsepower', 'engine_location', 'front_shoulder_room']",17
17320,2016 Nissan Altima 2.5 S Sedan,"['wireless_phone_connectivity', 'recommended_fuel', '1st_row_lcd_monitors', 'exterior_length', 'engine_displacement', 'front_legroom', 'rear_headroom', 'rear_legroom', 'turning_radius', 'exterior_height', 'interior_color', 'cargo', 'location', 'cylinder_configuration', 'exterior_color', 'interior_cargo_volume', 'wheelbase', 'rear_tires', 'passenger_volume', 'door_mirrors', 'rear_hiproom', 'exterior_body_width', 'engine_horsepower', 'rear_shoulder_room', 'interior_maximum_cargo_volume', 'engine_torque', 'front_tires', 'specs_and_dimensionscompression_ratio', 'front_headroom', 'gvwr', 'front_hiproom', 'front_shoulder_room']",17
17622,Pre-Owned 2014 Nissan Altima 2.5 S Sedan in Tampa FL,"['passenger_volume', 'engine_displacement', 'trim', 'front_hiproom', 'model', 'front_legroom', 'year', 'rear_headroom', 'rear_legroom', 'turning_radius', 'doors', 'exterior_height', 'interior_color', 'fuel_type', 'exterior_color', 'front_headroom', 'rear_hiproom', 'engine', 'exterior_body_width', 'interior_maximum_cargo_volume', 'engine_horsepower', 'rear_shoulder_room', 'interior_cargo_volume', 'drive_line', 'front_shoulder_room', 'engine_torque', 'wheelbase', 'exterior_length', 'specs_and_dimensionscompression_ratio', 'gvwr', 'transmission']",17
18769,WGT408131 - SATO GT408e Bar code Printer,"['product_type', 'product_series', 'serial_port']",18
17831,WM8420221 - SATO M84 Pro (2) Bar code Printer,"['product_series', 'product_type', 'form_factor']",18
13699,WWTG40121 - SATO TG 312 Bar code Printer,"['product_type', 'form_factor']",18
11895,W00609031 - SATO CL608 e Bar code Printer,"['product_series', 'product_type']",18
13879,WWCG40031 - SATO CG 208 Bar code Printer,"['product_type', 'form_factor']",18
14004,2014 Nissan Rogue Select S,"['driver_vanity_mirror', 'speed-sensing_steering', 'four_wheel_independent_suspension', 'air_conditioning', 'dual_front_side_impact_airbags', 'rear_window_defroster', 'passenger_vanity_mirror', 'power_steering', 'occupant_sensing_airbag', 'remote_keyless_entry', 'front_reading_lights', 'traction_control', 'panic_alarm', 'radio_data_system', 'low_tire_pressure_warning', 'tachometer', 'color']",19
14310,2015 Nissan Rogue S,"['torque', 'recommended_fuel', 'location', 'front_tires', 'engine_displacement', 'engine_torque', 'rear_shoulder_room', 'interior_color', 'rear_tires', 'door_mirrors', 'cargo', 'exterior_length', 'cylinder_configuration', 'gvwr', 'front_hiproom']",19
17102,2017 Nissan Rogue S,"['interior', 'engine', 'color', 'transmission', 'odometer']",19
14727,2013 Nissan Rogue,['model'],19
14390,2016 Nissan Rogue S,"['interior_color', 'fuel_type', 'model', 'year', 'phone', 'transmission', 'mileage']",19
14267,"PC HP Elite 6000 Pro Desktop, Intel Dual Core E5400, 2.70GHz, 2GB DDR3, 250GB HDD, DVD-RW","['tip_ram', 'unitate_optica']",20
12820,"HP Pavilion 510 Mini Tower Desktop , Intel Quad-Core i7-6700T Upto 3.6GHz, 32GB DDR4, 256GB SSD, Ultra Slim DVD-RW, Wifi, Bluetooth, Dual Monitor Capable, Windows 10 Professional 64Bit",['graphics'],20
12416,"Laptop Dell D620, Intel Core Duo T7400 2.16Ghz, 2GB DDR2, 10GB HDD, 14.1 inch, DVD, BATERIE NOUA","['vga', 'usb_20', 'tip_ram', 'bluetooth', 'wireless']",20
14952,"PC HP DC5800 Tower, Intel Core 2 Duo E8400, 3.0Ghz, 2Gb DDR2, 160Gb HDD, DVD-RW",['tip_ram'],20
15805,"PC HP DC5800 Desktop, Intel Core2Duo E7500, 2.93Ghz, 4Gb DDR2, 160Gb HDD, DVD-RW","['tip_ram', 'unitate_optica']",20
15668,"HP Proliant DL380 G7, 1x Intel Xeon Quad Core E5640 2.66Ghz, 32Gb DDR3 ECC, 2x 450Gb SAS, RAID P410I, 1x Surse, DVD-ROM","['unitate_optica', 'chipset']",20
15923,"Workstation Lenovo ThinkStation S20 Tower, Intel Xeon E5504 2.00Ghz, 4Gb DDR3, 150GB HDD, DVD-RW + Windows 7 Home","['tip_ram', 'unitate_optica']",20
18014,2014 Chevrolet Silverado 1500 LT,"['speed-sensing_steering', 'illuminated_entry', 'air_conditioning', 'occupant_sensing_airbag', 'remote_keyless_entry', 'driver_door_bin', '1-touch_down']",21
17542,2012 Chevrolet Silverado 1500 LT,"['remote_keyless_entry', 'power_windows', 'radio_data_system', 'illuminated_entry', 'air_conditioning', 'outside_temperature_display', 'traction_control', 'panic_alarm', '1-touch_down']",21
14577,2014 Chevrolet Silverado 1500 LTZ,['regular_unleaded'],21
18132,2013 Chevrolet Silverado 2500HD LTZ,"['wireless_phone_connectivity', 'front_legroom', 'front', 'exterior_color', 'model_code']",21
