,Prod_ID,titles,keys,values,cluster_num
14089,ID_18127,Leica Ultravid HD 10x42 Armored Binoculars,"['size', 'magnification']","['No', '7x']",c2
9693,ID_10689,Zeiss 10x32 Conquest HD Waterproof Binoculars w/ Free Shipping and Handling,"['objective', 'magnification']","['32mm', '10x']",c2
9692,ID_17491,Kowa Binoculars,"['objective', 'magnification']","['42mm', '8x']",c2
8617,ID_10852,Steiner 8x22 Miniscope Monocular,['magnification'],['8x'],c2
7942,ID_18536,"Nikon Prostaff 7i Rangefinder, 6X21, Black Finish 16209","['in', 'proofs', 'color']","['All Products', 'Water Proof | Fog Proof', 'Blk']",c2
12232,ID_12000,Lenovo A516 3G Network Smart Phone,"['qty_per_carton', 'design', 'gps']","['20', 'Bar', 'Yes']",c2
8615,ID_15068,Burris FastFire II Red-Dot Reflex Sight w/ 4 MOA Dot Reticle w/ Free Shipping and Handling — 6 models,['magnification'],['1x'],c2
7940,ID_17234,Iron/Impressions 43-5/8 in. Cast Iron Single Basin Vanity Top in Black Black with Black Black Basin,"['in', 'feature']","['20 - 25 Top Color Family', 'No Additional Features']",c2
7939,ID_17541,Convaid CX12 902845-903851 Cruiser Cordura 30 Degree Fixed Tilt Wheelchair - Purple,['in'],['CX 18'],c2
7938,ID_1656,Thermco 150mm NIST Hydrometer for API - GW2500,['in'],['USA'],c2
7937,ID_11694,Convaid CX12 902845-903759 Cruiser Cordura 30 Degree Fixed Tilt Wheelchair - Pink,['in'],['CX 18'],c2
8612,ID_15484,Learning Resources Primary Science Binoculars,['magnification'],['6x'],c2
6448,ID_4124,"Durham Storage Cabinet, Gray, 78"" Overall Height, Assembled - HDWC244878-5S95","['finish', 'gauge', 'handle', 'shelf_count', 'cabinet_color', 'in', 'door']","['Powder Coated', '12', 'Padlockable', '5', 'Gray', 'Mexico', 'Standard']",c2
8616,ID_6556,Vixen Optics Polarie Heavy Loading Kit,['magnification'],['6x'],c2
4485,ID_4108,3/4 in. Bronze Double Check Valve Assembly,"['compatible_pipe_material', 'application', 'in', 'indooroutdoor']","['Multi-Purpose', 'Water Supply', '.75 Valve Outlet Diameter (in.)', 'Indoor,Outdoor']",c2
3997,ID_3178,"14 in. x 63 in. Board-N-Batten Shutters Pair, 4 Boards Joined #018 Tuxedo Grey","['color', 'in']","['Wood Shutter Height', '60 - 80 Shutter Width (in.)']",c2
3996,ID_2719,"12 in. x 59 in. Board-N-Batten Shutters Pair, 3 Boards Spaced #166 Midnight Blue","['color', 'in']","['Wood Shutter Height', '40 - 60 Shutter Width (in.)']",c2
602,ID_15603,"Hallowell Drawer, 18 in. W x 24 in. D x 6 in. H, Blk - HWB-BD-1824ME","['assembly', 'in', 'finish', 'color']","['Unassembled', 'USA', 'Powder Coat', 'Black']",c2
8614,ID_16792,Laser Rangefinder from India,['magnification'],['8x'],c2
5041,ID_12883,TAOLEI Earrings,['details'],['no appliqués'],c2
5040,ID_9554,Wire Container,['details'],['living room'],c2
8613,ID_9517,Trijicon RMR Dual-Illuminated Sight - 12.9 MOA Amber Triangle,['magnification'],['1x'],c2
9699,ID_13371,Nikon Prostaff 5 8x42 ATB Waterproof / Fogproof Binoculars with Case + Easy Carry Harness + Cleaning Cloth Kit,"['objective_diameter', 'magnification']","['42mm', '8x']",c2
9698,ID_15050,Nikon Prostaff 3S 8x42 Waterproof / Fogproof Binoculars with Case,"['objective_diameter', 'magnification']","['42mm', '8x']",c2
9697,ID_10032,Nikon Prostaff 3S 8x42 Waterproof / Fogproof Binoculars with Case + Harness + Smartphone Adapter + Cleaning Kit,"['objective_diameter', 'magnification']","['42mm', '8x']",c2
11817,ID_19053,Patio Bar,"['product', 'uv_protected', 'assembly', 'foldable', 'wheels_included', 'water_resistant']","['Bar set', 'Yes', 'Yes', 'Yes', 'No', 'Yes']",c2
10377,ID_12865,18 in. Octagon Gable Vent #001 White,"['paintablestainable', 'color', 'shape', 'uv_protected', 'color']","['No', 'White', 'Octagon', 'Yes', 'White']",c2
10039,ID_16412,7 in. Cable Tie - White (Case of 20 bags / 50 ties per bag),"['package_quantity', 'color', 'uv_protected']","['20', 'White', 'No']",c2
9550,ID_4686,Northcape San Benito Ottoman,"['number_of_items', 'frame_finish', 'assembly', 'color', 'uv_protected']","['1 pc.', 'Brown', 'No', 'Mahogany', 'Yes']",c2
9050,ID_8429,"Fast and Easy Arch House Number Plaque, Bronze/Gold","['mount', 'indooroutdoor', 'returns', 'uv_protected', 'decoration']","['Hardware required', 'Outdoor', 'Non-Returnable', 'Yes', 'Yes']",c2
8436,ID_6628,"Uvex By Honeywell Shade 5.0 Safety Glasses, Scratch-Resistant,, S1112","['lens', 'frame_color', 'size', 'frame', 'uv_protected']","['Polycarbonate', 'Black', 'Universal', 'Nylon', '99.9%']",c2
837,ID_8595,"Bushnell 851532 Legend 1.75-5x 32mm Obj 49 ft @ 100 yds FOV 1"" Tube Dia Black Matte Multi-X","['availability', 'finish', 'objective', 'reticle', 'proofs']","['12', 'Black Matte', '32mm', 'Multi-X', 'Waterproof, Fogproof, Shockproof']",c2
6776,ID_4938,Whiskey and Cigars Bar Set,"['foldable', 'assembly', 'uv_protected', 'wheels_included', 'wood_construction_type', 'product', 'water_resistant']","['Yes', 'Yes', 'Yes', 'No', 'Other', 'Bar set', 'Yes']",c2
6553,ID_17877,Bushnell Trophy XLT Scope 3-9x40 MultiX,"['finish', 'reticle', 'lens']","['Matte', 'Multi-X', 'Fully Multi-Coated']",c2
6554,ID_4408,Barska COLORADO 3-9X40 SLV,"['finish', 'reticle', 'magnification', 'objective', 'proofs']","['Silver', 'Duplex', '3-9x', '40mm', 'Waterproof, Fogproof, Shockproof']",c2
6555,ID_4929,Simmons 8 PT 4x 32mm Obj,"['finish', 'reticle', 'objective', 'magnification']","['Black', 'Truplex', '32mm', '4x']",c2
6556,ID_1301,Leupold VX-1 4-12X40 MT LRDX,"['finish', 'reticle', 'objective', 'proofs', 'magnification']","['Black Matte', 'LR Duplex', '40mm', 'Waterproof, Fogproof, Shockproof', '4-12x']",c2
6557,ID_10016,Bushnell Banner Riflescope,"['finish', 'reticle', 'water_resistant']","['Matte', 'Multi-X', 'Waterproof']",c2
6623,ID_6330,Blakely 5 Piece Aluminum Sectional Seating Group with Cushions,"['finish', 'uv_protected', 'water_resistant', 'assembly', 'seat', 'wood_construction_type', 'mildew_resistant', 'arms_included', 'toss_pillows_included']","['Black', 'Yes', 'No', 'Yes', '6', 'No Wood', 'No', 'Yes', 'No']",c2
4981,ID_10837,NcSTAR SC3RSM432B Compact Scope 4x32,"['department', 'reticle', 'objective', 'color']","['Optics › Scopes', 'Mil-Dot', '32mm', 'Blue']",c2
4760,ID_19182,PermaPro 20 to 23 ft. Class C RV Cover,"['cover', 'color', 'uv_protected', 'color']","['Other', 'Grays', 'Yes', 'Grey']",c2
14767,ID_11495,The Whole Wide World Wall Mural,"['surface_finish', 'software_type', 'uv_protected', 'texture', 'commercial_or_residential_certifications', 'washable', 'product']","['Matte', 'Non-pasted', 'Yes', 'No', 'Yes', 'Yes', '10+ in Stock']",c2
15120,ID_12092,Scotch® Super 33+™ Vinyl Electrical Tape,"['top_size', 'uv_protected', 'chemical_resistant', 'flame_retardant', 'insulated', 'shelf_life', 'adhesive', 'color']","['7 mil', 'Yes', 'Yes', 'Yes', 'Yes', '5 Year', 'Rubber', 'Black']",c2
16019,ID_8284,1.25 in. x 16 ft. Woodland Camo Ergo-Torque Ratchet Tie Down (2-Pack),"['uv_protected', 'color', 'thread_type', 'color']","['Yes', 'Browns / Tans', 'Ratchet', 'Camo']",c2
16018,ID_17817,"3,900 lbs. 1.5 in. x 15 ft. Ratchet Tie-Down Motorcycle Straps (2-Pack)","['uv_protected', 'color', 'thread_type']","['Yes', 'Reds / Pinks', 'Ratchet']",c2
16017,ID_15566,31 in. EZ-Stretch Polyurethane Bungee Strap with Nylon S-Hooks (Overall Length: 36 in.) in Blue,"['uv_protected', 'color', 'color']","['Yes', 'Blues', 'Blue']",c2
705,ID_6590,Wilko Foil Flan Cases 10pk,"['assembly', 'washable', 'color', 'capacity', 'size', 'power', 'age', 'coverage']","['No', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA']",c2
706,ID_4988,Wilko Tissue Paper Silver 6s,"['assembly', 'washable', 'color', 'capacity', 'size', 'power', 'age', 'coverage']","['No', 'NA', 'Silver', 'NA', 'NA', 'NA', 'NA', 'NA']",c2
16016,ID_5522,Orange Wrap-It-Up Carabiner Straps,"['uv_protected', 'color', 'color']","['Yes', 'Oranges / Peaches', 'Orange']",c2
15055,ID_5399,Aloha Hawaii Tiki Moai Haku Hana Statue,"['theme', 'product', 'product', 'number_of_items', 'uv_protected']","['Animal', '10+ in Stock', 'Statue', '1', 'Yes']",c2
16015,ID_9680,E-Track Single Strap Anchor Zinc (10-Pack),"['uv_protected', 'color', 'color']","['Yes', 'Metallics', 'Silver']",c2
16013,ID_15,13 in. EZ-Stretch Polyurethane Bungee Strap with Galvanized S-Hooks (Overall Length: 18 in.) in Military Green,"['uv_protected', 'color']","['Yes', 'Greens']",c2
16012,ID_16172,6 ft. x 100 ft. Contractor Weed Control Fabric,['uv_protected'],['Yes'],c2
16011,ID_11850,Tifosi Vogel 2.0 Sunglasses,['uv_protected'],['Yes'],c2
16010,ID_1198,Rudy Project Noyz Sunglasses - Multilaser Lens,['uv_protected'],['Yes'],c2
16009,ID_9130,Swan 50' 3/4' 5-ply Heavy-duty Water Hose,['uv_protected'],['No'],c2
16008,ID_5084,3 ft. x 5 ft. Nylon Michigan State Flag,['uv_protected'],['No'],c2
16014,ID_6570,7 in. x 1 in. Tie-Down Extender (4 per Pack),"['uv_protected', 'color']","['No', 'Browns / Tans']",c2
12805,ID_9434,Thr-rail 3-9X32EG Illuminated Rangfinder Rife Scope Sight 20 rail For Hunting,['reticle'],['Illuminated'],c2
4759,ID_800,Triguard Universal Standard Cab Long Bed Full Size Indoor/Outdoor Truck Cover,"['cover', 'color', 'uv_protected', 'color']","['Other', 'Grays', 'Yes', 'Gray']",c2
4341,ID_9943,AHC 10x20in Peak Canopy Kit (DRG60321),"['color', 'water_resistant', 'uv_protected']","['Silver', 'Yes', 'Yes']",c2
15641,ID_10236,"Trademark Global 2-Light Hanging Tiffany Lamp, 14'H, Blue Bud Light® Shade","['ul', 'color', 'bulb_base', 'assembly', 'bulb_base']","['yes', 'blue', 'incandescent/CFL', 'No', 'no']",c2
15640,ID_373,Perfect Aire 30 Pint Dehumidifier,"['ul', 'color']","['Yes', 'White']",c2
15639,ID_6904,"Cuisinart Elite Collection™ 4-Cup Chopper/Grinder, Silver Item # 1534474","['ul', 'color']","['yes', 'silver']",c2
15638,ID_4947,"1-1/4"" Cabinet Knob Polished Brass, Package of 5",['ul'],['No'],c2
14783,ID_8862,Leviton White Commercial Grade Toggle Switch (CS415-2WS),"['switch_type', 'csa', 'color', 'ul']","['Toggle', 'Yes', 'White', 'Yes']",c2
12592,ID_15276,"Simple Designs Porcelain Bunny Rabbit Table Lamp, 10 9/10'H, White Shade/White Base Item # 944327","['recycled_content', 'bulb_base', 'assembly', 'color', 'ul', 'adjustable_height', 'recycled_content', 'weighted_base', 'bulb_base']","['0%', 'candelabra', 'No', 'White', 'yes', 'no', '0%', 'yes', 'no']",c2
15642,ID_470,Sea Gull Lighting Kent Black 8.5-Inch One-Light Energy Star LED Outdoor Bottom Base Wall Sconce,"['ul', 'finish']","['Usage', 'Black']",c2
12436,ID_8983,"Switchmate Smart Light Wireless Rocker Switch, Ivory Item # 547481","['quantity', 'ul', 'color']","['1', 'no', 'ivory']",c2
15552,ID_16759,NIKON PROSTAFF 5 3.5-14X40SF BDC FFP,"['type', 'reticle']","['Rifle Scope', 'BDC']",c2
15746,ID_9783,Leupold 67920 MK4 MR/T 2.5-8x36mm Objective 35.5-13.6ft@100yds FOV 30mm Illuminated MilDot,"['unit', 'finish', 'reticle']","['EA', 'Black', 'Illuminated Mil-Dot']",c2
6524,ID_8176,"Bushnell PowerView Binoculars, 10x32, Black","['finish', 'objective_diameter', 'magnification']","['Black', '32mm', '10x']",c2
9694,ID_15280,Nikon Monarch 5 8 x 42 Binoculars,['objective_diameter'],['42mm'],c2
9695,ID_5016,Vixen Foresta 7x50 CF Binoculars,"['objective_diameter', 'color', 'magnification']","['50 mm', 'green', '7x']",c2
9696,ID_4539,First Strike Scope 4X32 Dual Illumination,"['objective_diameter', 'finish']","['32mm', 'Matte Black']",c2
10047,ID_8625,Gatco Latitude II Satin Nickel Toilet Paper Holder,"['package_quantity', 'color_finish', 'ul']","['1', 'Satin Nickel', 'No']",c2
15643,ID_11608,House Of Troy Ultra Slim-line Weathered Brass 15-Inch LED Picture Light Line Voltage,"['ul', 'voltage']","['Usage', '110 to 120 Volt']",c2
4810,ID_14111,Louisville Fiberglass Extension Single Ladder,"['csa', 'duty_rating', 'product']","['CSA', 'Type IA', 'Extension']",c2
5571,ID_8833,Louisville Fiberglass Platform Step Ladder,"['duty_rating', 'number_of_steps', 'csa']","['Type IA', '5', 'CSA']",c2
960,ID_18941,Arena Boys Cores Low Waist Short (SS16),"['back_style', 'uv_protected']","['Open', 'Yes']",c2
692,ID_18644,36-inch Plastic Outdoor Garden Picnic Bench with Redwood Color Seat,"['assembly', 'uv_protected', 'mildew_resistant']","['Yes', 'Yes', 'Yes']",c2
584,ID_1962,Living Accents Hayward 3 Piece Balcony Bistro Set,"['assembly', 'color', 'uv_protected']","['Yes', 'Brown', 'Yes']",c2
300,ID_19208,Ace Wood Royal Solid Color Latex Siding & Trim Stain - 5 Gallon,"['application_method', 'waterproof', 'uv_protected', 'indoor_and_outdoor']","['Brush', 'Yes', 'Yes', 'Outdoor']",c2
5923,ID_16016,Sightmark Ultra Shot M-Spec Reflex Sight - 65 MOA Circle Dot Crosshair Reticle,"['eye_relief', 'finish', 'color']","['Unlimited', 'Black Matte', 'Black']",c2
5922,ID_17148,Spotting Scopes: PF-65EDAII,['eye_relief'],['18mm'],c2
4962,ID_15652,"Tasco Target/Varmint 6-24x 42mm 13/3.7 ft @ 100 yds FOV 1"" Tube MilDot","['department', 'eye_relief', 'finish', 'objective', 'proofs', 'color']","['Optics › Scopes', '3""', 'Matte', '42mm', 'Water Proof | Fog Proof | Shock Proof', 'Matte Black']",c2
15947,ID_13677,"Item # 9001KN718BP, Plastic: 2-1/2 inches Square","['use', 'csa']","['30mm 9001K and 9001SK Operators', 'LR24590 Class 3211-03']",c2
15946,ID_5880,"Item # 9001KN200RP, Plastic: 1-3/4 inches Square","['use', 'csa']","['30mm 9001K and 9001SK Operators', 'LR24590 Class 3211-03']",c2
15945,ID_3286,"Item # 9001KN718WP, Plastic: 2-1/2 inches Square","['use', 'csa']","['30mm 9001K and 9001SK Operators', 'LR24590 Class 3211-03']",c2
12889,ID_4449,"Item # LC1D65ALE7, TeSys D IEC Contactor New Type with Everlink® - 65A - Vac Coil","['rohs', 'csa']","['Yes', 'LR43364 3211 04']",c2
12888,ID_16948,"Item # LC1D65E7, Old Type TeSys D IEC Contactor - 65A - Vac Coil","['rohs', 'csa']","['Yes', 'LR43364 3211 04']",c2
12887,ID_1848,"Item # LP4K1201BW3, TeSys K Non-reversing Contactor","['rohs', 'csa']","['Yes', 'LR43364 3211 03']",c2
9651,ID_12211,Louisville Fiberglass Step Ladder,"['number_of_steps', 'duty_rating', 'csa', 'product']","['9', 'Type IAA', 'CSA', 'Step']",c2
9650,ID_10984,Louisville Fiberglass Twin Front Step Ladder,"['number_of_steps', 'csa', 'product']","['11', 'CSA', 'Step']",c2
16021,ID_10169,Weatherside Purity Straight 12 in. x 24 in. Fiber Cement Shingle Siding,"['uv_protected', 'paintablestainable', 'color']","['No', 'Yes', 'White']",c2
16020,ID_7921,30 ft. x 2 in. Ratchet Tie-Down with Flat Hook,"['uv_protected', 'color', 'thread_type', 'color']","['Yes', 'Yellows / Golds', 'Ratchet', 'Yellow']",c2
3998,ID_15444,"Klever Fixed Blade 5-3/4"" Safety Cutter, 10 PK - KCJ-2Y","['color', 'in', 'handle_material']","['Yellow', 'USA', 'Plastic']",c2
231,ID_2120,SQUARE D 8903SMO1V03 U 30A 600V 2P Coil240 USED,"['amps', 'stock_status', 'poles', 'shipping']","['30', 'Out of stock', '2', 'Calculated at checkout']",c2
6550,ID_10903,Georgian Aged Bronze Dummy Knob,"['finish', 'projection_in', 'certifications_and_listings', 'door_locks_knobs_product_type', 'software_type', 'commercialresidential', 'knob_type', 'lock_type', 'knob_type', 'hardware_finish', 'securityansi_grade', 'interiorexterior']","['Aged Bronze', '2.6', 'No Certifications or Listings', 'Knobs', 'Dummy', 'Residential', 'Zinc', 'Unkeyed', 'Full ball', 'Bronze', 'ANSI Grade II (Better)', 'Interior']",c2
6549,ID_6223,Solid Brass Brushed Nickel Cambridge Dummy Knob set with Ketme Rose,"['finish', 'projection_in', 'certifications_and_listings', 'door_locks_knobs_product_type', 'software_type', 'commercialresidential', 'knob_type', 'lock_type', 'knob_type', 'hardware_finish', 'securityansi_grade', 'interiorexterior']","['Brushed Nickel', '2.6', 'No Certifications or Listings', 'Knobs', 'Dummy', 'Residential', 'Brass', 'Unkeyed', 'Flat ball', 'Nickel', 'ANSI Grade II (Better)', 'Interior']",c2
6470,ID_14693,Estate Venetian Bronze Half-Dummy Egg Knob,"['finish', 'hardware_finish', 'door_locks_knobs_product_type', 'software_type', 'commercialresidential', 'knob_type', 'knob_type', 'lock_type', 'securityansi_grade', 'interiorexterior']","['Venetian Bronze', 'Bronze', 'Knobs', 'Dummy', 'Residential', 'Brass', 'Egg', 'Unkeyed', 'N/A', 'Interior']",c2
6430,ID_1747,Mr. Coffee/Keurig Single Serve K-Cup Brewing System,"['finish', 'etl_listed', 'water_filtration', 'energy_star', 'programmable', 'warranty', 'ul', 'warranty']","['Black', 'No', 'No', 'No', 'No', 'Limited - Does not cover some parts.', 'Yes', '365']",c2
2297,ID_10965,Chelsea Single Cylinder Lifetime Polished Brass Handleset with Juno Knob Featuring SmartKey,"['certifications_and_listings', 'hardware_finish', 'door_locks_knobs_product_type', 'software_type', 'commercialresidential', 'lock_type', 'knob_type', 'door', 'securityansi_grade', 'interiorexterior']","['No Certifications or Listings', 'Brass', 'Handlesets', 'Entry', 'Residential', 'Keyed Entry', 'Flat ball', 'Universal/Reversible', 'ANSI Grade I (Best)', 'Exterior']",c2
5670,ID_6679,9001KR9GH2 - Schneider Electric Push Button Operator,"['enclosure_rating', 'mount', 'head_type', 'approvals', 'operator_type', 'terminal_type', 'bezel']","['NEMA 1/2/3/3R/4/6/12/13', 'Panel', 'Round', 'UL Listed, CSA Certified, CE Marked', 'Non-Illuminated', 'Screw Clamp', 'Chromium Plated Metal']",c2
6586,ID_7792,Sapphire Crystal Chrome Passive Door Knob with LED Mixing Lighting Touch Activated,"['finish', 'strike', 'projection_in', 'certifications_and_listings', 'door_locks_knobs_product_type', 'software_type', 'commercialresidential', 'knob_type', 'lock_type', 'knob_type', 'hardware_finish', 'securityansi_grade', 'interiorexterior']","['Chrome', 'Round corner', '2.5', 'ADA Compliant', 'Handlesets', 'Passage', 'Residential', 'Crystal', 'Unkeyed', 'Full ball', 'Chrome', 'N/A', 'Interior']",c2
8211,ID_1491,9001KS42BH7 - Schneider Electric Selector Switch,"['knob_type', 'enclosure_rating', 'mount', 'head_type', 'product', 'operator_type', 'knob_type', 'terminal_type', 'operator_action']","['Standard Knob', 'NEMA 1/2/3/3R/4/6/12/13', 'Panel', 'Round', 'Selector Switch', 'Non-Illuminated', 'Black', 'Screw Clamp', 'Maintained']",c2
5574,ID_889,"Zenaro Snowcone Alamp Retrofit LED Lamp, 8 Watt, Soft white Item # 627446","['eco-conscious', 'bulb_base', 'bulb_base', 'ul']","['Energy Efficient', 'yes', 'LED', 'yes']",c2
3888,ID_10393,"Clarke® Summit Pro 18SQ Wet/Dry Vacuum Replacement Front-Mounted Squeegee Kit, 2' x 24' x 2', Gray Item # 114173","['color', 'eco-labelstandard', 'quantity', 'ul']","['gray', 'Certified AP Nontoxic', '1', 'no']",c2
12589,ID_18655,Sanitaire® Backpack Vacuum,"['recycled_content', 'assembly', 'ul', 'filter_type', 'eco-conscious', 'recycled_content']","['10%', 'no', 'yes', 'HEPA', 'Recycled Content', '10%']",c2
5734,ID_13254,"ViewSonic VG2039M 20"" LED-backlit LCD - Black","['energy_star', 'technology', 'widescreen', 'form_factor', 'service_support', 'color', 'qty', 'color', 'response_time', 'aspect_ratio', 'packaged_quantity', 'vertical_viewing_angle', 'compatibility', 'humidity_range_operating', 'details', 'vertical_viewing_angle', 'type', 'support_details_full_contract_period']","['Yes', 'TFT active matrix', 'Widescreen', 'Internal', 'Parts and labor', 'Black', '2', 'Black', '5 ms', '16:9 , 16:9', '1', '170', 'Mac , PC', '10 - 90% (non-condensing)', 'Without stand', '160', 'Headphones', '3 years']",c2
5888,ID_12061,Perfect Aire 10000 BTU Thru The Wall Air Conditioner (4PATW10000),"['etl_listed', 'energy_star', 'ul', 'filter_type', 'color', 'remote_control']","['No', 'Yes', 'Yes', 'Washable', 'Beige', 'Yes']",c2
5399,ID_5497,"Durham Mobile Machine Table, 2000 lb. Load Capacity - MTM244824-2K195","['drawer_quantity', 'color', 'finish', 'gauge', 'in', 'shelf_count', 'casters']","['0', 'Gray', 'Powder Coat', '14', 'Mexico', '1', 'Phenolic']",c2
9049,ID_4500,9001SKS43BH14 - Schneider Electric Selector Switch,"['mount', 'head_type', 'product', 'operator_type', 'terminal_type', 'operator_action']","['Panel', 'Round', 'Selector Switch', 'Non-Illuminated', 'Screw Clamp', 'Maintained']",c2
6587,ID_15674,Bell Bright Brass Bed and Bath Knob,"['finish', 'strike', 'projection_in', 'certifications_and_listings', 'door_locks_knobs_product_type', 'software_type', 'commercialresidential', 'knob_type', 'lock_type', 'knob_type', 'hardware_finish', 'securityansi_grade', 'interiorexterior']","['Bright Brass', 'Round corner', '2.6', 'No Certifications or Listings', 'Knobs', 'Privacy', 'Residential', 'Brass', 'Unkeyed', 'Flat ball', 'Brass', 'ANSI Grade II (Better)', 'Interior']",c2
4314,ID_12913,"Honeywell MM14CCS Portable Air Conditioner, 14,000 BTU Cooling, LCD Display, Single Hose (Black-Silver)","['color', 'ul', 'handle_type', 'ada_compliant', 'remote_control']","['Black', 'Yes', 'Electronic', 'Yes', 'Yes']",c2
6589,ID_11424,Saturn Stainless Steel Entry Knob,"['finish', 'strike', 'projection_in', 'certifications_and_listings', 'door_locks_knobs_product_type', 'software_type', 'commercialresidential', 'knob_type', 'lock_type', 'knob_type', 'hardware_finish', 'securityansi_grade', 'interiorexterior']","['Satin Stainless Steel', 'Round corner', '2.5', 'No Certifications or Listings', 'Knobs', 'Entry', 'Residential', 'Stainless steel', 'Keyed Entry', 'Full ball', 'Silver', 'ANSI Grade III (Good)', 'Exterior']",c2
4811,ID_13052,18V Rapid Optimum 4-Port Charger,"['csa_certified', 'color_finish', 'etl_listed', 'energy_star', 'housing_material', 'automatic_shutoff', 'power_source', 'ul']","['No', 'Black', 'Yes', 'Yes', 'Plastic', 'Yes', 'Electrical Outlet', 'Yes']",c2
2356,ID_6392,M18™ Cordless Lithium-Ion Jig Saw - Bare Tool,"['charger_included', 'etl_listed', 'value', 'variable_speed', 'battery', 'csa_certified', 'cordless', 'ul', 'battery']","['No', 'Yes', '5.0', 'No', '0', 'No', 'Cordless', 'Yes', '1']",c2
6588,ID_14801,Fancy Mushroom Satin Nickel Entry Knob,"['finish', 'strike', 'projection_in', 'certifications_and_listings', 'door_locks_knobs_product_type', 'software_type', 'commercialresidential', 'knob_type', 'lock_type', 'knob_type', 'hardware_finish', 'securityansi_grade', 'interiorexterior']","['Satin Nickel', 'Round corner', '2.5', 'No Certifications or Listings', 'Knobs', 'Entry', 'Residential', 'Stainless steel', 'Keyed Entry', 'Flat ball', 'Silver', 'ANSI Grade III (Good)', 'Exterior']",c2
6486,ID_6429,"Hallowell 48"" x 18"" x 123"" Add-On Steel Shelving Unit, Blue and Gray - AH7723-1810PB","['finish', 'item', 'shelf_count', 'gauge', 'in']","['Powder Coat', 'Shelving Unit', '8', '18', 'USA']",c2
5885,ID_9748,Polar/Solar Supreme Extension Cord - 12/3 25 ft. 110V 15A,"['etl_listed', 'csa_certified', 'warranty', 'ul']","['No', 'Yes', 'Limited Lifetime', 'Yes']",c2
14660,ID_16599,Reserve Ellipse Lifetime Polished Brass Bed/Bath Knob with Traditional Round Rose,"['strike', 'certifications_and_listings', 'door_locks_knobs_product_type', 'software_type', 'commercialresidential', 'knob_type', 'lock_type', 'knob_type', 'hardware_finish', 'securityansi_grade', 'interiorexterior']","['Square corner', 'No Certifications or Listings', 'Knobs', 'Privacy', 'Residential', 'Metal', 'Unkeyed', 'Egg', 'Brass', 'ANSI Grade II (Better)', 'Interior']",c2
6485,ID_3808,"Hallowell 36"" x 24"" x 123"" Add-On Steel Shelving Unit, Blue and Gray - AH7520-2410PB","['finish', 'item', 'shelf_count', 'gauge', 'in']","['Powder Coat', 'Shelving Unit', '5', '18', 'USA']",c2
9659,ID_5261,Char-Broil 4-Burner Infrared Gas Grill,"['number_of_wheels', 'number_of_handles', 'assembly', 'csa', 'ignition_type']","['4', '1', 'Ready to assemble', 'Yes', 'Electronic']",c2
6590,ID_10701,Cove Venetian Bronze Hall/Closet Knob,"['finish', 'strike', 'projection_in', 'certifications_and_listings', 'door_locks_knobs_product_type', 'software_type', 'commercialresidential', 'knob_type', 'lock_type', 'knob_type', 'hardware_finish', 'securityansi_grade', 'interiorexterior']","['Venetian Bronze', 'Round corner', '2.5', 'No Certifications or Listings', 'Knobs', 'Passage', 'Residential', 'Metal', 'Passage', 'Flat ball', 'Bronze', 'ANSI Grade III (Good)', 'Interior']",c2
4763,ID_6945,"Nicole Miller Monthly Pocket Planner, 3 5/8' x 6 1/8', 50% Recycled, Ephemeral, January 2017 to December 2018 Item # 881519","['cover', 'refillable', 'calendar', 'binding', 'page_format', 'theme', 'eco-conscious', 'recycled_content', 'dated_format', 'calendar']","['vinyl', 'no', 'January to December', 'saddle stitched', '1 page per month', 'art & design', 'Recycled Content', '50%', 'monthly', 'regular year']",c20
12648,ID_4137,"Office Depot® Brand Weekly/Monthly Planner, 7' x 9', Assorted Colors, January to December 2017 Item # 108782","['refillable', 'calendar', 'binding', 'page_format', 'theme', 'calendar', 'color', 'dated_format']","['no', 'January to December', 'spiral', '2 pages per week/month', 'traditional', 'regular year', 'assorted', 'weekly/monthly']",c20
15087,ID_11245,Graf von Faber-Castell Guilloche Fountain Pen Chevron GV13760,"['tip_type', 'ink_type']","['Fountain Pen', 'Liquid Ink']",c20
12649,ID_19165,"AT-A-GLANCE® Hardcover Premium Weekly/Monthly Planner, 2017, 8 1/2"" x 11"", Fiesta (120-905-17)","['refillable', 'color']","['No', 'Multicolor']",c20
15084,ID_10022,Kaweco AC Sport Fountain Pen Racing Orange KW52417,"['tip_type', 'ink_type']","['Fountain Pen', 'Liquid Ink']",c20
6542,ID_11830,"Guhring 9003010002250 Micro Drill,co,bright,0.225mm,pk10","['finish', 'point_type', 'platform']","['Bright', 'Split Point', 'eBay US']",c20
11126,ID_16508,"Crayola® Fine Line Markers, Assorted Classic Classpack®, Box Of 200 Item # 157104","['point_type', 'eco-conscious', 'eco-labelstandard', 'quantity', 'washable']","['fine', 'Less Harsh Chemicals', 'AP Certified Non-toxic', '200', 'no']",c20
12652,ID_7678,Dust-Off XL Spray Duster,"['refillable', 'packing_type', 'capacity_volume']","['No', 'Can', '10 oz']",c20
12659,ID_12412,"Post-it® Cover-Up And Labeling Tape, 6-Line Width x 700' Item # 172593","['refillable', 'supplier', 'quantity']","['no', '3M Company', '1']",c20
