,titles,keys,cluster_num
11910,Greenworks Pro 80V 16 In. Cordless String Trimmer - ST80L210,"['package_quantity', 'battery_included', 'batteries_included', 'battery_type', 'charger_included']",2
11912,DIGI 70001203 UPCI Card 16EM DB25 Concentrator Kit with Warranty,['ships_to'],2
11913,"14 in. x 63 in. Board-N-Batten Shutters Pair, 4 Boards Joined #018 Tuxedo Grey","['color_family', 'in']",2
11964,TP-LINK Archer C8 IEEE 802.11ac Ethernet Wireless Router,"['number_of_network_rj-45_ports', 'ism_maximum_frequency', 'form_factor', 'vga', 'unii_band', 'wireless_lan_standard', 'network_technology', 'usb', 'power_source', 'management_port', 'http', 'ethernet_technology']",2
11917,TKKJ H102 Brushed RC Racing Boat RTR 26 - 28km/h Fast Speed / 2.4GHz 4CH LCD Screen Transmitter / Self-righting Function,['remote_control'],2
11919,Vauxhall Combo Van L1h1 2000 1.3 Cdti 90 Sptve (2016),"['technical', 'interior', 'previous_owners', 'fuel']",2
11920,Samsung Galaxy Grand Neo GT-I9060 GSM Mobile Phone (Dual SIM) (White),"['cpu', 'gprs', 'usb', 'email', 'screen_type', 'gps', 'battery_type', 'edge', 'radio', 'memory_card_slot']",2
11921,Lenovo TopSeller ThinkPad P50 16GB 512GB 15.6' W10D,"['availability', 'processor_type', 'number_of_cores', 'more_from']",2
11922,6 in. Enviro-Line Titanium Spring Assist Scissor,['corrosion_resistant'],2
11925,Scale model rechargeable battery pack (NiMH) 7.2 V 1200 mAh Traxxas Stick Traxxas iD,['content'],2
11926,"Seagate ST10000NM0086 10 TB 3.5"" Internal Hard Drive",['warranty'],2
11928,9.5mm Universal SATA 2nd HDD SSD Hard Drive Caddy for CD/DVD-ROM Optical Bay New,"['ships_to', 'location', 'free_shipping']",2
11918,"Lenovo ThinkCentre A70Z 19' All-In-One Desktop, Intel E5700 Dual-Core 3.0GHz, 4GB DDR3, 2TB SATA, Win10H 64-Bit (Certified Refurbished)","['hardware_platform', 'computer_memory_type', 'operating_system', 'processor_count', 'hard_drive_interface']",2
11903,Samsung 28CuFt 4-door French Door Showcase Refrigerator with Metal Cooling in Black Stainless Steel,"['water_dispenser', 'icemaker', 'energy_star', 'ice_dispenser', 'color']",2
11965,HID-DV PROG Xt 210 CDMe/CPO C2 208-277V,"['family', 'minimum_order', 'packing_configuration', 'pieces_per_pack', 'standard_packaging', 'packs_per_outerbox']",2
11970,2008 Nissan Maxima 3.5 SE(317) 293-8060,"['engine', 'color', 'transmission']",2
11999,"Lenovo Yoga 910-BW 14"" 2-in-1 Laptop - Gunmetal Grey","['speakers', 'hard_drive_type', 'colour', 'microphone', 'touchscreen', 'operating_system', 'processor_type']",2
12002,Replacement Notebook Battery for Toshiba Satellite M70-196 14.4 Volt Li-ion Advanced Pro Series Laptop Battery,['color'],2
12008,SUMMIT FF1084W TOP FREEZER FREESTANDING REFRIGERATOR,"['us_electrical_safety', 'gallon_door_storage', 'thermostat_type', 'defrost_type', 'amps', 'door', 'crisper_finish', 'cabinet', 'fan_type', 'reversible', 'low_side_psi']",2
12010,TomTom Bandit Action Camera (Base) - 1LB0.001.00 by TomTom,['color'],2
12015,Nantucket Sinks Pro Series Brushed Satin 28-Inch Single Bowl Undermount Kitchen Sink,['assembly'],2
12017,Martin 000-15M Mahogany Acoustic Guitar,"['neck_shape', 'neck_material', 'binding']",2
12018,Cut-to-Width Brexley 2-1/2 in. Premium Wood Blind - 31 in. W x 64 in. L (Actual Size 30.5 in. W x 64 in. L ),"['surface', 'opening_type', 'cordless_corded', 'orientation', 'decor_product_type', 'control_type', 'mount_type', 'enclosure_type']",2
12023,S-526-R,"['swivel_or_rigid_caster', 'wheel_colorfinish', 'wheel_type', 'low_temp_range_f', 'caster_colorfinish', 'mounting_bolt', 'relative_cost', 'relative_capacity', 'cushioning_resilience', 'mounting_plate', 'impact_resistance', 'bolt_hole_1', 'floor_protection', 'bearing_type', 'mounting_plate_length', 'mounting_plate_width', 'abrasion_resistance', 'caster_rig_type', 'bolt_hole_2', 'rolling_ease', 'high_temp_range_f', 'type', 'chemical_resistant', 'quiet_operations', 'moisture_resistance']",2
12024,Netgear Arlo Security System with 3 HD Cameras,"['connector', 'color', 'warranty-parts', 'warranty-labor']",2
12029,Nobsound Mini EL34 Vacuum Tube amp HiFi Single-ended Class A Stereo Amplifier,"['ships_to', 'location']",2
12031,Compare MSI GL62 7RDX Vs Lenovo ThinkPad X260 20F5A050IG (Ci7/ 8GB/ 512GB/ Win10),"['color', 'type', 'rpm', 'series']",2
12033,Ecs Emichanes Mcp73vt-pm Lga 775 Et1810 Intel Motherboard,"['number_of_memory_slots', 'memory_type']",2
12035,Nikon COOLPIX Digital Camera S-3700 Pink,['wi-fi'],2
12036,GE Artistry Series ABE20EGHWS 30 Inch Bottom-Freezer Refrigerator,"['slide-out_shelves', 'amps', 'ice_dispenser', 'size', 'type_of_shelves', 'door_style', 'sabbath_mode', 'quick_freeze', 'split_shelves', 'reversible_doors', 'glass_door', 'undercounter', 'adjustable_door_bins', 'door_color', 'ice_maker', 'counter_depth', 'cantilever_shelves', 'freezer', 'energy_star_rated', 'no_of_door_bins', 'spill_safe_shelves', 'digital_temperature_control', 'gallon_door_storage', 'type', 'cabinet_color', 'hinge_side', 'ada_compliant', 'no_of_shelves']",2
12039,Vizio SP50-D5 Smart cast Crave 360 Multi-Room Speaker,"['batteries', 'date_first_available']",2
11997,WWCG40031 - SATO CG 208 Bar code Printer,"['product_type', 'form_factor']",2
11996,Lexmark Magenta Toner Cartridge (C734A2MG),['ink_or_toner_color'],2
11994,Apple - Iphone 7 128gb - Rose Gold (sprint),['platform'],2
11992,Replacement Notebook Battery for Acer Aspire 5739G 11.1 Volt Li-ion Advanced Pro Series Laptop Battery,"['availability', 'color']",2
11971,Moments Deck-Mount Tub Filler with Personal Shower and Integral Diverter,"['general_style', 'essential_properties', 'handles', 'price']",2
11973,2013 Chrysler 200 3.60 TOURING/HTD SEATS - Dartmouth,"['status', 'transmission', 'automatic']",2
11974,Kicker KXMA400.2 2x200-Watt Two-Channel Full-Range Class D Amplifier,"['shipping', 'quantity']",2
11975,Maxtor M3 1 TB USB 3.0 Slimline Portable Hard Drive - Black,"['color', 'binding', 'numberofitems', 'productgroup']",2
11976,Majestic Mirror Round Black With Natural Wood Grain Oval Glass Shaped Hanging Wall Mirror,"['recommended_use', 'finish', 'mount_type', 'shape', 'color']",2
11977,"Epson Lq-2090 Dot Matrix Printer - 529 Cps Mono - Parallel, Usb (C11C559001)","['form_factor', 'product_type', 'usb', 'environmental_certification', 'power_source', 'platform_supported', 'packaged_quantity', 'energy_star']",2
11978,HP ProLiant ML370 G5 Performance,['productgroep'],2
11968,NEC ASPV32-AVT (no logo) Accusync 32in 720p HDMI LCD monitor,['power_supply'],2
11979,Replacement for LENOVO Laptop Battery (10.8 V 71 Wh Black 6600 mAh 9 cell Li-ion),"['cell_material', 'colour', 'no_of_cell']",2
11983,Antic Special Agua Marina 2 in. x 6 in. Ceramic Moldura Wall Trim Tile,"['tile_material', 'tile_finish', 'number_of_tiles_per_case', 'commercial_residential', 'suggested_grout_line_size', 'style_type', 'color_family', 'tile_features', 'flooring_product_type']",2
11985,"Sportage 1.7 CRDi 2WD ISG 2 in Silver Storm £13,795","['torque', 'luggage_capacity_max', 'width', 'height', 'luggage_capacity_min', 'fuel_type', 'engine_size', 'length', 'max_speed']",2
11986,"MA Ford 70089, 6.4mm Elliptical Miniature Carbide Bur SE-51M, Standard","['material_base', 'supplier', 'pkg_qty', 'size_type', 'finish', 'tooling_type']",2
11987,Try N Get's Bollywood Replica Multi Color Georgette Fancy Bollywood Designer Saree (product Code - Tng-sjnx-307),"['fabric', 'colour', 'wash_care', 'occasion']",2
11989,"Eaton FH45 Starter, A200/B100, Heater Element, 12.70 - 17.20, Size 0,1,2","['type', 'mfr']",2
11990,"Samsung PH43F 43"" 1920 x 1080 5000:1 LED LCD Flat Panel Display","['product_type', 'commercial_use', 'response_time', 'dimensions']",2
11991,FORD FIESTA ST HATCHBACK LOW MILES (2008),"['technical', 'interior', 'previous_owners', 'transmission', 'fuel', 'dimension', 'exterior']",2
11982,Dainolite Silhouette Five Light Crystal Chandelier with Black Silhouette Micro Shade,"['number_of_bulbs', 'finish', 'voltage']",2
12808,"Boorum & Pease Black Cover Account Book, Record, 9 5/8' x 7 5/8', 150 Pages Item # 943084","['cover_color', 'binding_type']",2
12809,LG 43LH5700,"['optical', 'energy_star_qualified', 'built-in_speakers', 'usb', 'ethernet', 'hdmi', 'display_type']",2
12810,Mesa Black 3 ft. 4 in. x 5 ft. 6 in. Accent Rug,"['area_rug_pattern', 'features', 'backing_material', 'shape', 'approximate_rug_size', 'rug_weave', 'cleaning_instructions', 'color_family', 'rug_material', 'construction', 'colorfinish', 'area_rug_style', 'flooring_product_type']",2
13603,Apus 1-piece 1.6 GPF Single Flush High-Efficiency Elongated Toilet in White,"['certifications_and_listings', 'height', 'color_family', 'commercial_residential', 'mount_location', 'bowl_shape', 'colorfinish', 'features']",2
13604,"LG Electronics 22MP57D-P, 21.5""","['brightness', 'response_time', 'touchscreen', 'backlight', 'contrast_ratio', 'panel_type', 'color']",2
13605,HOKO Black Leather wallet Flip Case Cover Stand for Apple iPad 2 (with 5 card slots and Auto wake sleep feature),"['compatible_brand', 'shipping_time', 'color']",2
13606,Five Light Chandelier,"['safety_rating', 'number_of_bulbs', 'bulb_base']",2
13608,"DeWalt DABF4D1210 3/4"" x 18"" 120g XP File Belt","['grit', 'package_quantity', 'specifications']",2
13610,Safavieh - Porcello - Rug,"['color', 'shape', 'weave']",2
13615,2016 RENAULT CLIO Expression IV B98 Expression Hatchback 5dr EDC 6sp 1.2T [Jan] with 515kms. Located in Melbourne VIC,"['rim_size_rear', 'rim_size_front', 'height', 'fuel_capacity', 'transmission', 'fuel_extra_urban', 'engine', 'width', 'cylinders', 'fuel_delivery', 'release_date', 'length', 'fuel_type', 'ron']",2
13617,Craftmade Evangeline Peruvian Bronze Three-Light Inverted Pendant,['voltage'],2
13622,"Studio C® Kaleidoscope Sleeve With 16' Laptop Pocket, Multicolor Item # 887813","['expandable', 'locking', 'color', 'rolling']",2
13623,Flash Furniture BT-353-BURG-GG Burgundy Leather Executive Side / Reception Chair with Mahogany Legs,"['frame_material', 'frame_color', 'casters', 'color']",2
13627,HP Ink Gloss 60in x 100ft Roll Photo paper (Q8919A) - New & Original,"['paper_finish', 'type', 'global_product_type', 'machine_compatibility']",2
13628,36 in. x 80 in. Craftsman 3 Lite Arch Stained Mahogany Wood Prehung Front Door,"['finish_type', 'energy_star_qualified', 'hinge_finish', 'door_configuration', 'jamb_size_in', 'glass_type', 'door_type', 'included', 'panel_type', 'color_family', 'colorfinish', 'door_handing', 'door_style', 'suggested_application', 'bore_type']",2
13630,0.136TrueSize Carbide Reamer Straight Flute,"['cutting_edge_material', 'no_of_flutes', 'measurement_type', 'flute_type']",2
13632,"Swan Retro Digital Microwave, 20 Litre, 800 Watt, Cream",['colour'],2
13634,V7 Black Ink Cartridge For HP DeskJet PSC 1240 Fax Machines,"['printing_color', 'consumable_type', 'printing_technology', 'color']",2
13601,Grove 3-Light Oil-Rubbed Bronze Mini Chandelier,"['shade_material', 'maximum_wattage_watts', 'certifications_and_listings', 'bulb_type_included', 'fixture_colorfinish', 'connection_type', 'number_of_tiers', 'included', 'shade_color_family', 'maximum_bulb_wattage', 'fixture_colorfinish_family', 'light_bulb_base_code', 'recommended_light_bulb_shape_code', 'number_of_bulbs_required']",2
13638,Promise Pegasus2 R6 DAS Array - 6 x HDD Supported - 6 x HDD Installed - 12 TB Installed HDD Capacity,"['number_of_total_expansion_bays', 'platform_supported', 'controller_type', 'drive_interface']",2
13599,White Magnetic Flap Lining Faux Leather Case Cover for Apple iPad 1,"['color', 'rating']",2
13595,"Sportage 1.7 CRDi ISG 3 Sat Nav in Fusion White £14,995","['torque', 'height', 'fuel_type', 'luggage_capacity_min', 'engine_size', 'width', 'luggage_capacity_max', 'length', 'max_speed']",2
13562,Tatco Hazard/aisle Marking Tape - 2' Width X 36 Yd Length - 1 Roll -...,"['quantity', 'assembly_required', 'packaged_quantity', 'colors']",2
13563,ELECOM LBT-HS700 Mini Stereo Bluetooth 4.0 Dual Microphone VOX Headset On-ear Earphone (Silver),"['bluetooth', 'interface']",2
13564,"Kipp M16x80 Adjustable Handle, Modern Style, Zinc/Steel, External Thread, Size 5, Red (1/Pkg.), K0122.51627X80","['size', 'product_type', 'measurement_type', 'package_quantity']",2
13566,Comprehensive Pro AV/IT Active Plenum USB A Male to B Cable,"['connector_on_second_end', 'product_line', 'connector_on_first_end', 'http', 'cable_type', 'features']",2
13569,"Iceberg OfficeWorks Mobile Training Table, Trapezoid, 29'H x 48'W x 18'D, Mahogany Item # 667302","['number_of_casters', 'color', 'levelers', 'assembly_required', 'quantity', 'base_included', 'applicationusage', 'leg_caps', 'adjustable_height', 'rolling']",2
13571,Ford Kuga 1.5 EcoBoost Titanium Station Wagon Auto (AWD) 5dr (start/stop) (2015),"['technical', 'interior', 'previous_owners', 'fuel', 'exterior']",2
13572,"Lenovo ThinkPad T430 2344 - 14"" - Core i5 3320M - Windows 7 Professional 64","['support_details_service_included', 'technology', 'processor_type', 'energy_star_qualified', 'image_aspect_ratio', 'family', 'qty', 'color_category', 'max_supported_qty', 'packaged_quantity', 'installed_qty', 'memory_specification_compliance', 'compatibility', 'number_of_cores', 'support_details_full_contract_period']",2
13581,2014 Focus Se Used Certified 2l I4 16v Manual Fwd Sedan 4dr,"['location', 'model', 'sellerid']",2
13583,Infiniti Q50,"['doors', 'fuel_type', 'year', 'gear_type', 'first_reg_date', 'engine_size']",2
13584,"36""x72"" 3-Door Satin Aluminium Frame, Illuminated Corkboard Headliner Enclosed Sports Office Vinyl Outdoor Bulletin Board-Silver",['frame_material'],2
13586,JBL Xtreme Portable Wireless Bluetooth Speaker (Black) + I3ePro Water Resistant Carry Case + I3ePro Dust Blower,['color'],2
13587,Extreme PRO USB 3.0 128GB SDCZ88-128G-G46,"['form_factor', 'product_type', 'color']",2
13589,2006-2009 Range Rover Sport 4.4 Fuel Tank,"['type', 'warranty']",2
13590,"Milwaukee® 0234-6 1/2"" 5.5A 950 rpm Keyed Variable Speed / Reversing Drill","['voltage', 'chuck_type', 'chuck_size', 'handle_type']",2
13593,"43W4296 / FRU 43W4297 - IBM ServeRAID-MR10i SAS/SATA Controller, NEW","['ships_to', 'type', 'free_shipping']",2
13598,Case Logic DLC-117 17.3-Inch Laptop and Tablet Case,['color'],2
13641,PEUGEOT 308,"['tyre_size_rear', 'space_saver', 'alloys', 'minimum_kerbweight', 'length', 'tyre_size_front', 'gross_vehicle_weight', 'fuel_tank_capacity_litres', 'turning_circle-kerb_to_kerb', 'no_of_seats', 'max_towing_weight-braked', 'height', 'tyre_size_spare', 'max_loading_weight', 'wheelbase', 'width']",2
13642,Gigabyte GV-N1070G1 ROCK-8GD GeForce GTX Graphic Cards,['graphics_coprocessor'],2
13643,Pro-Series 14 in. White LED Under Cabinet Light with Dimming Capability,"['fixture_colorfinish', 'certifications_and_listings', 'actual_color_temperature_k', 'connection_type', 'color_temperature', 'fixture_material', 'light_bulb_type_included', 'color_rendering_index', 'colorfinish_family']",2
13685,Evolution Navy 5 ft. x 7 ft. 9 in. Area Rug,"['construction', 'backing_material', 'cleaning_instructions', 'rug_weave', 'rug_material', 'approximate_rug_size', 'color_family', 'colorfinish', 'features', 'flooring_product_type']",2
13687,"Item # 9001KS11K1E36, 30mm Selector Switch, Key Operated - Maintained","['knob_type', 'csa_file', 'lens_color', 'knob_color', 'operator_type', 'number_of_operators', 'light_module_supply_voltage', 'light_module_type', 'operator_action', 'number_of_positions', 'lens_type']",2
13688,Tamron SP 24-70mm Di VC USD Nikon Mount (Model A007N),"['focus_type', 'minimum_aperture', 'photo_filter_thread_size', 'model_year', 'weather_resistance', 'lens_design', 'compatible_mountings', 'maximum_aperture', 'maximum_format_size', 'lens_type', 'color', 'number_of_diaphragm_blades', 'optical_zoom']",2
13690,"Gartner Studios® Clipboard With Notepad And Pen, 6' x 9', 1 Subject, 160 Pages (80 Sheets), 'Things To Do' OfficeMax # 25054501","['double-sided_printing', 'number_of_holes_punched', 'number_of_sheets_per_pad', 'acid_free', 'paper_ruling', 'perforated', 'quantity']",2
13693,"Plate Caster, Kingpinless Swivel, Poly, 6 in, 3200 lb, A","['frame_finish', 'number_of_wheels', 'item', 'standards']",2
13694,Nikon Monarch 10x 42mm 351 ft @ 1000 yds FOV 16.4mm Eye Relief Black,"['department', 'finish', 'objective', 'proofs', 'magnification', 'color']",2
13695,"HDD External 2.5"" 1TB USB 3.0 Western Digital Elements Porta","['interface', 'power_source']",2
13700,"Mystic Cay 24"" Bar Stool by Avalon Furniture","['swivel', 'frame_material', 'product_information', 'wood_construction_type', 'wood_species', 'seat_material', 'assembly_required', 'distressed', 'commercial_or_residential_certifications', 'upholstery_material', 'number_of_items_included', 'adjustable_height']",2
13701,Audio-Technica ATH-M50x Professional Studio Monitor Black Headphones With FiiO E6 Portable Headphone Amplifier,"['free_shipping', 'features']",2
13704,3700 Series 48 in. 13 Door High Unit Gold Private Front Loading 4C Horizontal Mailbox with 6 MB1 Doors/1 PL5,"['number_of_compartments', 'security', 'hardware_finish_family', 'assembly_required', 'color_family', 'mount_type', 'us_postmaster_general_approved', 'color']",2
13705,Power2000 4 AAA Nickel Metal Hydride (NiMH) 1000mAh Rechargeable Batteries with 110/220V Rapid Battery Charger,"['free_shipping', 'features', 'specifications']",2
13706,"Crossfire II 6 - 18x44mm AO Riflescope, DEAD-HOLD BDC 875874004405","['binding', 'productgroup', 'color']",2
13708,11 oz. Black Vinyl Spray Paint (6-Pack),"['package_quantity', 'paintstain_clean_up', 'sheen', 'coating_product_category', 'paintstain_key_features', 'dry_to_touch_min', 'container_size', 'colorfinish']",2
13709,Invicta Men's Excursion Chronograph Quartz 200m Stainless Steel Watch 11000,"['band_material', 'watch_shape', 'platform', 'display', 'movement', 'case_color', 'case_material']",2
13710,2014 LAND ROVER EVOQUE 2.0T Si4 DYNAMIC,"['year_register', 'locations', 'engine', 'year', 'transmission', 'mileage', 'color']",2
13683,"Universal Office Products Business Card Holder, Capacity 50 3 1/2 x 2 Cards, Black","['post-consumer_recycled_content_percent', 'colors']",2
13676,Cut Resistant Gloves High Performance Level 5 Protection Food Grade Certified Kitchen and Work Safety Lightweight Breathable Size Large,"['date_first_available', 'batteries_included', 'size', 'color']",2
13671,13 in. EZ-Stretch Polyurethane Bungee Strap with Galvanized S-Hooks (Overall Length: 18 in.) in Military Green,"['uv_protected', 'color_family']",2
13669,StarTech.com Mini DisplayPort to HDMI™ Video Adapter Cable Item # 947751,"['environmental_certification', 'color']",2
13644,DIP D10 Silver/Machined 18x8.5 6-132 30mm 78.3mm,"['availability', 'quantity', 'shipping']",2
13646,Yosemite Home Decor Stainless Steel Undermount Double Bowl Sink,"['collection', 'finish', 'usage']",2
13647,Details about Citizen Eco-Drive Men's JY0000-53E Skyhawk GMT Atomic Chronograph Watch,"['display', 'case_material', 'case_color', 'strap_color', 'features', 'case_finish', 'case_size', 'watch_shape', 'band_material', 'face_color', 'band_type', 'band_color', 'strap_material']",2
13649,"2013 BMW 3 Series 328i XDRIVE,AWD,NAVIGATION,REARVIEW CAMERA,REVERSE SENSORS,LOADED - Mississauga","['status', 'transmission', 'automatic']",2
13650,Blue Zephyr Pencil 12 in. x 12 in. x 8 mm Glass Mosaic Wall Tile,"['tile_finish', 'tile_material', 'product_thickness_mm', 'number_of_tiles_per_case', 'mosaic_sub_unit_width_in', 'commercial_residential', 'mosaic_sub_unit_length_in', 'suggested_grout_line_size', 'style_type', 'color_family', 'tile_features', 'colorfinish', 'approximate_tile_size', 'flooring_product_type']",2
13651,0.02 - 55.5 GPH Tygothane 65 PSI Peristaltic Pump 1/2' Hose Barb,"['security', 'display']",2
13653,2009 AUDI S3 8P Hatchback 3dr Man 6sp quattro 2.0T [MY09] with 46317kms. Located in Brisbane,"['rim_size_front', 'tyre_rear_size', 'fuel_type', 'transmission', 'fuel_consumption', 'tyre_front_size', 'fuel_extra_urban', 'alarm', 'cylinders', 'fuel_delivery', 'release_date', 'central_locking-remotekeyless', 'fuel_combined', 'rim_size_rear', 'height', 'seats-2nd_row_split_fold', 'fuel_capacity', 'multi-function_steering_wheel', 'engine', 'width', 'engine_immobiliser', 'ron']",2
13560,Apple iPhone 5S 32GB Black - AT&T T-Mobile Unlocked GSM 7318164,"['camera', 'color', 'cosmetic_condition', 'contract', 'operating_system', 'model', 'original_carrier', 'carrier']",2
13655,2017 Nissan Pathfinder at Santa Maria Nissan,"['doors', 'fuel_type', 'engine', 'cylinders', 'transmission', 'mileage']",2
13658,"Alera Electric Height-Adjustable Table Cross Bar Kit for 42"" to 53"" Worksurface, Black","['total_recycled_content_percent', 'post-consumer_recycled_content_percent', 'color']",2
13659,Zebra technologies Zebra Direct Thermal Printer - Q3D-LUGA0000-00,"['print_color', 'wi-fi', 'usb', 'product_type', 'recommended_use', 'ethernet']",2
13660,"Netgear ReadyNAS 312 2-Bay, 2x2TB Desktop Drive","['form_factor', 'total_number_of_usb_ports', 'product_series', 'processor_core', 'number_of_total_expansion_bays', 'hard_drive_interface', 'processor_type']",2
13661,VIVOTEK IB8382-ET 5MP Bullet Network Camera,"['chip_inch_size', 'specialist_type', 'compression_type', 'color_type', 'sensitivity_lux']",2
13665,Master Craft 1.6 Liter Copper Watering Can,"['producttypename', 'binding', 'productgroup']",2
13666,Savoy House Glades Weathered Wood Four-Light Pendant,"['bulbwatt', 'voltage']",2
13668,"Bessey STB-36 36"" x 7"" Heavy-Duty All-Steel Bar Clamp","['return_policy', 'power_source', 'package_type']",2
13657,Rectangular: 1 Ft. 6-Inch x 2 Ft. 4-Inch,"['resources', 'type', 'usage', 'construction']",2
13558,Orzly Leather Wallet Flip Case for Motorola Moto G 3rd Gen - Black,"['design_finish', 'colour', 'model']",2
13554,Details about LG V20 - 64GB - Titan (Verizon) Smartphone,"['lock_status', 'type', 'operating_system', 'camera_resolution', 'processor', 'network', 'color']",2
13553,30'' Round Silver Metal Indoor-Outdoor Bar Height Table [CH-51090-40-SIL-GG],"['width', 'depth', 'height']",2
13453,2016 Honda Accord Sport w/Honda Sensing Sedan,"['driver_vanity_mirror', 'radio_data_system', 'interior_color', 'wireless_phone_connectivity', 'abs_brakes', 'electronic_stability', '1-touch_down', 'traction_control', 'delay-off_headlights', 'brake_assist', 'illuminated_entry', 'fully_automatic_headlights', 'trip_computer', 'tachometer', 'tilt_steering_wheel']",2
13455,"Cle-Line Jobber Drill Bit, Size C, High Speed Steel, Black Oxide, List Number 1899 - C22719","['finish', 'point_type', 'item', 'point_angle', 'cutting_direction']",2
13456,"CHICAGO-LATROBE 43623 Jobber Bit, 23/64In, High Speed Steel","['cutting_direction', 'ships_to', 'dimension_type', 'location', 'coolant_through', 'point_angle', 'numberofitems']",2
13457,George Kovacs Brushed Nickel and Black Marble Two-Light Arc Floor Lamp with Metal Shade and Opal Glass,"['bulbgas_type', 'finish', 'certification', 'usage']",2
13459,3M RP45 Gray VHB Tape - 1 in Width x 36 yd Length - 0.045 in Thick - 92210,"['adhesive_material', 'manufacturer', 'color']",2
13460,Rudy Project Noyz Sunglasses - Multilaser Lens,['uv_protection'],2
13465,HP EliteOne 800 G1 All-in-One Computer - Intel Core i5 (4th Gen) i5-4670S 3.10 GHz - 4 GB DDR3 SDRAM - 23' 1920 x 1080 - Windows 7 Professional 64-bit - Desktop Item # 841046,"['optical_media_supported', 'wired_connectivity', 'processor_core', 'processor_generation', 'processor_type', 'graphics_memory_technology', 'optical_drive_type', 'number_of_total_expansion_bays', 'screen_mode', 'controller_type', 'features', 'form_factor', 'number_of_external_525_bays', 'memory_technology', 'energy_star', 'number_of_total_memory_slots', 'graphics_type', 'total_number_of_usb_ports', 'number_of_total_expansion_slots', 'backlight_technology', 'aspect_ratio', 'graphics_controller_model', 'memory_standard', 'display_screen_type', 'number_of_processors_supported', 'operating_systems']",2
13468,"Boorum & Pease 25 Series Columnar Book, Record, 300 Page, Black/Red (25-300-R)","['date_first_available', 'color']",2
13470,Details about Brand new Leica Summarit-M 35 mm F/2.5 MF Lens,"['focus_type', 'type', 'camera_technology']",2
13472,J12-00-1J000U00 - Datamax-O'Neil E4203 Bar code Printer,['product_type'],2
13473,1.6mm Uncoated HSS 120° RH 2 Flute Combined Drill Bit and Countersink,"['system_of_measurement', 'finish', 'number_of_flutes']",2
13474,2016 Nissan Frontier Truck Crew Cab,"['engine_displacement', 'exterior_length', 'number_of_valves', 'front_legroom', 'drive_type', 'rear_shoulder_room', 'exterior_color', 'interior_color', 'engine_torque', 'front_hiproom']",2
13475,Rozdeal New Navy Blue Color Embroidered Designer Kurti(rdbm2002-22),"['work', 'fabric', 'colour', 'sleeve_type', 'fabric_care']",2
13476,Lenovo TopSeller ThinkPad L560 2.4GHz Core i5 15.6in display,"['processor_generation', 'compliant_standards', 'audio_output_type', 'battery_technology', 'processor_type', 'availability', 'ram_technology', 'display_technology', 'more_from', 'number_of_cores', 'display_type', 'color']",2
13483,MSL Series High Output Outdoor Bronze LED Mini Security Light with Daylight Sensor,"['certifications_and_listings', 'glasslens_type', 'power_type', 'color_temperature', 'light_bulb_type_included', 'commercial_light_type', 'fixture_colorfinish', 'type', 'included', 'color_rendering_index', 'light_bulb_base_code', 'number_of_bulbs_required', 'fixture_material']",2
13451,Cradlepoint COR IBR600 - wireless router - WWAN - 802.11b/g/n - desktop,"['form_factor', 'color_category', 'interface', 'connectivity_technology', 'qty', 'packaged_quantity', 'humidity_range_operating', 'type', 'compatibility', 'support_details_full_contract_period']",2
13446,6.3 cu. ft. Electric Range with Self-Cleaning Convection Oven in Smooth White,"['appliance_type', 'returnable', 'fuel_type', 'number_of_elements', 'colorfinish_family', 'control_type', 'certifications_and_listings', 'convection']",2
13444,5/8 in. x 16 in. x 21-1/2 in. 4 Cutter SDS-Max Rotary Hammer Bit,"['individualset', 'color_family', 'tools_product_type']",2
13443,Logitech M705 Wireless Marathon Mouse,['batteries'],2
13402,Toshiba Satellite A45 Modem W/cable G86c000f110,['platform'],2
13405,Scott Bath Tissue 1000 Sheet Rolls (Pack of 20) by Scott,['age_group'],2
13413,"Hallowell HWBA882-111HG 54""W x 18""D x 72""H Single Tier 3-Wide All-Welded Welded Single-Point Ventilated Locker in Gray","['tier', 'depth', 'height', 'assembly_required']",2
13414,Dell Inspiron 3052 Desktop - 19.5-inch HD+ Touch Display - Intel Pentium N3700 - 4GB RAM - 1TB HDD - Windows 10 - Refurbished,"['graphics', 'product_type', 'operating_system', 'optical_drive', 'color']",2
13419,2013 Chevrolet Silverado 2500HD LTZ,"['wireless_phone_connectivity', 'front_legroom', 'front', 'exterior_color', 'model_code']",2
13420,Swann™ 8-channel NVR with 2TB HDD and 4 HD 4MP Dome Cameras,"['indooroutdoor', 'microphone', 'number_of_channels']",2
13428,"Oklahoma Sound Orator Wireless Lectern, With Headset Microphone, Cherry Item # 259189","['assembly', 'postconsumer_recycled_content', 'total_recycled_content', 'number_of_shelves', 'color', 'rolling']",2
13484,2014 Nissan Rogue SV(859) 354-4434,"['cruise_control', 'remote_power_door_locks', 'bluetooth', 'tachometer']",2
13429,Lenovo 20V 4.5A For Lenovo ThinkPad X1 Carbon 3444-FCU Power AC Adapter,['color'],2
13431,GIGABYTE AORUS GA-Z270X-Gaming 9 Gaming Motherboard LGA1151 Intel Z270 4-Way SLI ATX DDR4 Motherboard,"['date_first_available', 'number_of_usb_20_ports']",2
