,titles,keys,cluster_num
5884,Hordenine Hydrochloride/CAS: 6027-23-2,"['delivery_time', 'payment_terms', 'views']",-1
6904,light speckled kidney bean,"['views', 'delivery_time']",-1
6878,Soybean P.E.,"['payment_terms', 'delivery_time', 'views']",-1
7043,Olive Leaf extract,"['delivery_time', 'views']",-1
10427,Instant dry yeast (high sugar),"['payment_terms', 'views', 'delivery_time']",-1
10050,Pickled cucumber,"['views', 'delivery_time']",-1
10040,Red Yeast Rice,"['delivery_time', 'views']",-1
9244,CJC-1295 Without DAC online peptides for sale,"['delivery_time', 'views']",-1
8665,"Slimming Milk Tea,Weight Loss Milk Tea,Beauty Body Tea,Weight Control Tea","['delivery_time', 'views']",-1
9971,Original Thai and Austria Red Bull Krating Daeng Energy Drink 250 ml,"['views', 'delivery_time']",-1
8586,Dried Stichopus Sea Cocumbers,"['supply_ability', 'delivery_time', 'views']",-1
9950,high quality goji berry supplier,"['delivery_time', 'views']",-1
7395,food take away container,"['views', 'delivery_time', 'payment_terms']",-1
7511,Oxymetholone(Anadrol) good price,"['views', 'fob_price', 'delivery_time']",-1
10853,instant coffee spray dried - SH,"['payment_terms', 'minimum_order_quantity', 'views', 'delivery_time']",-1
8977,L-Lysine Hcl,"['supply_ability', 'minimum_order_quantity', 'delivery_time', 'views']",-1
9289,Flying Comfort™ Business Class Version Travel Goods,['minimum_order_quantity'],-1
9309,Potato Chips Seasoning Machine,"['minimum_order_quantity', 'views', 'delivery_time']",-1
8755,new balance 340,['minimum_order_quantity'],-1
1541,GM Automatic Transmission parts GF6 6T45E/6T40E Reaction Sun gear,['minimum_order_quantity'],-1
1515,SECO Carbide Insert - Type No. WNMG 06..,['minimum_order_quantity'],-1
2766,JOBOX 1-652990 36” Heavy-Duty Chest,['minimum_order_quantity'],-1
928,Folding Selfie Stick(bluetooth version),"['production_lead_time', 'minimum_order_quantity']",-1
4728,KARCHER Backpack Dry Vacuum Cleaner BV 5/1,['minimum_order_quantity'],-1
3329,glucomannan-Plant Extracts-Food Ingredients-Global FoodMate,"['minimum_order_quantity', 'delivery_time']",-1
3937,LIGHT WARN LED 12/24V 4LED AMBER NARVA,['minimum_order_quantity'],-1
9994,Car Air Freshener,['production_lead_time'],-1
3477,Clean&Simple! Wall Clock,['production_lead_time'],-1
7269,candy bar wrapper,"['delivery_time', 'views']",-1
7270,Testosterone Propionate Testoviron Powder,"['delivery_time', 'views']",-1
7173,desiccated coconut,"['payment_terms', 'delivery_time', 'views']",-1
7413,Saffron,"['delivery_time', 'views']",-1
9871,Sole skinless IQF fillet,"['payment_terms', 'views']",-1
2118,DRIED KENCUR ( Whatsapp/ viber/ tell : 0084 907 886 929),"['delivery_time', 'views']",-1
4625,Orlistat Losing Weight Bodybuilding Anabolic Steroids Fat burner Manufacture Fat Cut,"['delivery_time', 'views']",-1
11289,Application Architecture for WebSphere: A Practical Approach to Building WebSphere Applications,"['pages', 'edition', 'dimensions']",-1
11335,"Sun Performance and Tuning: Java and the Internet, 2nd Edition","['pages', 'edition', 'dimensions']",-1
11347,Nuala by Puma Fleece Blazer,['dimensions'],-1
10764,Lithium Polymer Battery,['dimensions'],-1
9739,Event-Driven Architecture: How SOA Enables the Real-Time Enterprise,"['pages', 'edition', 'dimensions']",-1
1508,Java Modeling In Color With UML: Enterprise Components and Process,"['edition', 'dimensions']",-1
2582,Sports Armband For iPhone 6/6s,['dimensions'],-1
2202,Skil Reciprocating Saw,['dimensions'],-1
86,"Framework Design Guidelines: Conventions, Idioms, and Patterns for Reusable .NET Libraries","['pages', 'edition', 'dimensions']",-1
322,Statistical Process Control For Quality Improvement: A Training Guide To Learning SPC,"['edition', 'dimensions']",-1
1017,High Sierra Chaser Cosmic Girl Wheeled Laptop Backpack,['dimensions'],-1
4994,Schott Zwiesel Bistro 1-liter Glass Pitcher,['dimensions'],-1
4509,Fornarina Women's Wedge Sandals,['dimensions'],-1
4532,Diesel Women's Dark Navy Shiny Vest,['dimensions'],-1
5157,Outside-in Software Development: A Practical Approach to Building Successful Stakeholder-based Products,"['pages', 'edition', 'dimensions']",-1
5102,WMF Boston 60pcs Cutlery Set,['dimensions'],-1
5053,EXP Men's 'Phase' Snow Pants,['dimensions'],-1
11427,Eddie Bauer Ultra Plush Sherpa Throw,"['care_instruction', 'dimensions']",-1
10217,Physical Education,"['edition', 'dimensions', 'format']",-1
10155,Wilson Dyna Powered Fluid Feel RH Wedge Set,['dimensions'],-1
10435,SunFire Systems Design and Configuration Guide,"['pages', 'edition', 'dimensions']",-1
533,Landini 7 Series-7-180 Full Tronic,['engine_power'],-1
1403,New Holland Series T6. Dual Command-T6.160,['engine_power'],-1
4764,New Holland Series T7. Auto Command-T7.200,['engine_power'],-1
7554,Humminbird SC 110 Autopilots,['backlight'],-1
2248,Garmin Striker 4cv CHIRP Sonar Fish Finder with GPS and ClearVü Scanning Sonar,['backlight'],-1
3429,XUB1APBNL2,['output_type'],-1
7739,Totally Products Night Slim-Night Time Weight Loss Pills (30 Capsules),['dimensions'],-1
7212,Robert Louis Women's Career Pants,['dimensions'],-1
5234,"ADO.NET Programming in Visual Basic .NET, 2nd Edition","['pages', 'edition', 'dimensions']",-1
8155,Ingenuity Automatic CoCo Cafe Bouncer,['dimensions'],-1
8123,Ark Naturals Happy Traveler for Dogs and Cats,['dimensions'],-1
6162,Buying a Car: What You Need to Know to Be Smart About It,"['edition', 'dimensions']",-1
6333,Adobe AIR Programming Unleashed,"['edition', 'dimensions']",-1
6087,"Security in Computing, 4th Edition",['dimensions'],-1
6885,Sparkle Case,['dimensions'],-1
6526,".NET Developer's Guide to Windows Security, The","['edition', 'dimensions']",-1
10546,C Crane VCWH Versacorder 1/4 Speed Cassette Tape Player and Recorder,['dimensions'],-1
10552,Smug Bright Babydoll Tank Top,['dimensions'],-1
8146,"Snap Jacket for MacBook Pro 13""",['dimensions'],-1
5617,Women Sexy Underwire Bra Set Push-Up Bust Open Temptation Nightwear Sets,['size'],-1
6730,Velvet-Trimmed Swing Tank,['age'],-1
7057,FT-iZ Fairway Woods,"['length_of_ownership', 'age']",-1
1154,2 PCS Motorcycle Universal ABS Shell Metal Holder Rear VIew Mirror for JH70 JC70 CG125,['qty_per_carton'],-1
4663,Motorcycle Rubber Oil Box Cover 3D Fish Bone Decorative Sticker(Random Color Delivery),['qty_per_carton'],-1
4907,"50 PCS Multi-function Sea Horse Pattern Stainless Wine Bottle Opener, Can Opener Bottle Opener, Random Color Delivery",['qty_per_carton'],-1
5354,4 in 1 Fresh Style Portable Notebook School Office Supplies，Random Color Delivery,['qty_per_carton'],-1
8244,Manual Starter Toggle 1Hp Max,['poles'],-1
6119,Square-D SQD FAP22020 Circuit Breaker Refurbished,"['amps', 'poles']",-1
6036,Square-D SQD JGL26000S25 Circuit Breaker Refurbished,['poles'],-1
160,Square D 150A Main Breaker Panel w/ (34) 20A Breakers and (8) 30A Breakers,"['protection', 'poles']",-1
6055,Mazda 5 TS2,"['fuel_type_petrol', 'doors_5', 'transmission_type_manual']",-1
10994,Suzuki Alto 1.0 SZ 5Dr Hatchback,"['fuel_type_petrol', 'doors_5', 'transmission_type_manual']",-1
2260,Seat Ibiza 1.2 TSI 90 FR Technology 3dr,"['transmission_type_manual', 'fuel_type_petrol', 'fuel_aspiration_turbo']",-1
4681,SUZUKI SPLASH HATCHBACK 1.0 SZ2 5DR,"['fuel_type_petrol', 'doors_5', 'transmission_type_manual']",-1
2268,KidKraft Uptown Dollhouse with 36 accessories included,['is_assembly_required'],-1
8221,Classic and Traditional 3 in. Natural Iron Pull,"['builders_hardware_product_type', 'center_to_center_measurement_inches', 'hardware_finish_family', 'cabinet_pull_type']",-1
9570,Chelsea 3 in. Dark Antique Copper Cabinet Pull,"['builders_hardware_product_type', 'center_to_center_measurement_inches', 'hardware_finish_family', 'cabinet_pull_type']",-1
2870,Bellissima 3-3/4 in. Chrome with Red Crystal Cabinet Pull,"['builders_hardware_product_type', 'center_to_center_measurement_inches', 'hardware_finish_family', 'cabinet_pull_type']",-1
8539,MasterCase Maker 5,['expansion_slots'],-1
1185,"26 Colors Makeup 18 Colors Anti-blooming Eye Shadow Makeup Palette + Blush Pressed Powder Frozen Lipstick Eyebrow Powder with Mirror & Brush, Wallet Case Style Set(Black)",['qty_per_carton'],-1
1697,Lexmark CX825dte,"['scanner_type', 'print_technology']",-1
2282,Benks Micro USB Ports Fashion Portable Mini Fan for Mobile Phone with OTG Function (Green),['qty_per_carton'],-1
9663,"Artificial Tree Plant Grass Figurines Miniatures Aquarium Fish Tank Landscape, Size: 15.0 x 19.0cm",['qty_per_carton'],-1
3388,Cooper Wiring Devices AH6810G AH6810U in NEMA 1 Enclosure,['unit'],-1
3287,"9SMK993, 9SMK992 Ink","['recyclable', 'unit']",-1
3506,"Mustang Survival, Automatic Inflatable Collar, Work Vest, PFD, MD3188",['unit'],-1
3510,Zettler Table top calendar „908“ A4 landscape 6 months / 1 page,['unit'],-1
2978,80000 Series Exhibit Alpha Bottom Tab Legal Index Divider,"['recyclable', 'unit']",-1
387,"Dell XPS 13 13.3"" Ultrabook",['speaker'],-1
1685,Netgear 8 Port ProSafe Plus Gigabit Click Switch,"['subtype', 'remote_management_protocol']",-1
7765,AXL Badwater Eldorado,"['fretboard', 'body']",-1
6098,5-gal. Redwood Solid Wood Stain and Sealer,"['application_method', 'coating_product_category', 'paintstain_clean_up', 'waterproof', 'uv_resistant', 'dry_to_touch_min', 'mildew_resistant', 'time_before_recoating_hours', 'paintstainwaterproofer_product_type']",-1
5835,5 gal. AquaSeal Waterproofer Bonding Primer Acrylic Clear,"['application_method', 'coating_product_category', 'substratesurface_use_type', 'paintstainwaterproofer_product_type', 'time_before_recoating_hours', 'container_size', 'interiorexterior']",-1
10778,12 oz. Clear Multi-Surface Waterproofer (6-Pack),"['application_method', 'coverage_area_sq_ft', 'coating_product_category', 'substratesurface_use_type', 'paintstainwaterproofer_product_type', 'time_before_recoating_hours', 'container_size', 'interiorexterior']",-1
9995,Blok-Lok with Graffiti Control 32 oz. Super Concentrate Penetrating Water-Based Repellent Sealer,"['coverage_area_sq_ft', 'coating_product_category', 'paintstainwaterproofer_product_type', 'time_before_recoating_hours', 'container_size', 'interiorexterior']",-1
1506,1 gal. Semi-Gloss Fast Drying Polyurethane,"['application_method', 'coverage_area_sq_ft', 'paintstain_clean_up', 'sheen', 'dry_to_touch_min', 'paintstain_key_features', 'time_before_recoating_hours', 'paintstainwaterproofer_product_type', 'container_size', 'interiorexterior']",-1
9782,DALI DLD-D75 Thermal Imaging Camera,['signal_mode'],-1
5551,Ikegami SDR-D5602,"['signal_mode', 'channels']",-1
7435,Our Dishonest President,['frame'],-1
6307,NADINE 3,['frame'],-1
9664,"Artificial Tree Plant Grass Figurines Miniatures Aquarium Fish Tank Landscape, Size: 24.0 x 17.0cm",['qty_per_carton'],-1
2023,Vax Vcw-06 Carpet Washer,['unit'],-1
5134,940XL - CMYK Combo Pack,"['print_technology', 'yield_type']",-1
7699,Mob Wives - Complete Collection,['rating'],-1
8780,Jordskott - Season 1,"['rating', 'format']",-1
9701,Animorphia: An Extreme Coloring and Search Challenge,['rating'],-1
9880,"Murder, She Baked Collection","['rating', 'format']",-1
9617,"Good Night, Tigers (Good Night, Team)",['rating'],-1
1950,"April 03, 1913 Page one",['rating'],-1
1970,Big Valley: Season 1 (DVD),"['format', 'rating']",-1
1591,Game Of Thrones: The Complete Second Season (Blu-ray + DVD + Digital Copy) (Widescreen),"['rating', 'format']",-1
2395,James Bond: The Pierce Brosnan Collection (Blu-ray),"['rating', 'format']",-1
3758,The Encyclopedia of Fast Food Toys: Arby's to Ihop (A Schiffer Book for Collectors),['rating'],-1
3780,Star Trek - The Original Series - The Complete Series Blu-ray,['rating'],-1
4465,Hot Sale IP65 Twins Led Linear Light with CE RoHS certificate,"['cri', 'light_source']",-1
4650,LED Bulb,"['light_source', 'cri']",-1
5721,multi-functional camping lantern BT-PL4021-6L,['light_source'],-1
5041,Four Light Linear Pendant,"['number_of_bulbs', 'light_source', 'bulb_base']",-1
5266,Two Light Mini Pendant/Wall Mount,"['number_of_bulbs', 'safety_rating', 'light_source', 'bulb_base']",-1
4139,96' ALUMINUM STRAIGHT EDGE HVY DUTY,['measuring_system'],-1
5805,Women's Plus Flannel Pajama Jogger Pants - Plaid,['fabric_care'],-1
8913,Gumby - The Complete Collection,['rating'],-1
7569,Continental HMS 45+,['rating'],-1
8645,"Simpsons, The - Season 17","['rating', 'format']",-1
8707,American Sniper DVD,"['rating', 'discs', 'orig_year']",-1
7274,Aquarius - Season 1 & 2,['rating'],-1
7231,Billy Madison,"['rating', 'format']",-1
7412,Secrets of the Six Wives DVD,['rating'],-1
8330,Guns of Navarone DVD,"['rating', 'discs']",-1
8012,Skylanders SuperChargers Starter Pack - Wii U,['rating'],-1
7914,Joe Rogan: Live!,"['rating', 'format']",-1
8167,"Simpsons, The - Season 2","['rating', 'format']",-1
6374,Eyewitness DVD,"['rating', 'discs']",-1
5933,Adhesive Mount TS-DPA1,['rating'],-1
7012,XB1 Power Kit Plus,['rating'],-1
6612,One Percenters - Outlaw Motorcycle Gangs Collector's Set,"['rating', 'format']",-1
6460,American Horror Story: Hotel - Season 5,"['rating', 'format']",-1
10038,Pokemon - Season 3-5 (Gold & Silver),['rating'],-1
11188,New Sealed Classics Atari Evolved Game For PSP,['rating'],-1
11287,Flux Audio,['rating'],-1
10799,Suits - Season 6 Part 1,"['rating', 'format']",-1
9114,StandartPlast,['rating'],-1
8694,Block print rabbit apron,['rating'],-1
8727,TOPS ® Centers for Medicare & Medicaid Services (CMS) Forms,"['recyclable', 'unit']",-1
11366,"Sea-Dog, Inspection Cover, ABS, 8-1/2""",['unit'],-1
6485,Discontinued Oxford ® Products,"['recyclable', 'unit']",-1
9170,Boardwalk Mop Head,['application'],-1
9797,Industrial Socket in Mumbai,['application'],-1
9945,Unisan Industrial Dust Mop Head,"['total_recycled_content_percent', 'application']",-1
301,RAM Gameroom Tiki Barstool Cushions - Set of 2,"['arms', 'application', 'seat_style']",-1
841,"American Olean® Delfino Terra 12"" x 12"" Blend Mosaic Tile",['application'],-1
3237,"APS-NS232 - ALLPRO STRIPS, 4' 2L T8 NARROW",['application'],-1
2145,"Lumisource Snow Leopard Paw Chair, Gray OfficeMax # 23880329","['recommended_daily_usage', 'seat_material', 'frame_construction']",-1
6238,Details about Amazing Spider-man 361 CGC 9.8 First full Carnage (in Venom movie) great wrap,['certification'],-1
5821,"Madhava Organic Super Yummy Cake Mix with Ancient Grains, Yellow, 15.3 Ounce",['certification'],-1
2849,Suspension Power Steering Pump Mercedes M-Klasse W164 ML 63 AMG A0044669301,['certification'],-1
2263,"Sundown Naturals Iron Ferrous Sulfate 65 mg, 120 Ct by Sundown Naturals",['certification'],-1
2292,Details about 1875-S Twenty Cent Piece PCGS MS-64,['certification'],-1
945,Details about 1935-S Washington Quarter NGC MS66 - 009,['certification'],-1
7299,Radio Flyer Blaze Interactive Spring Horse Ride-On,['age_group'],-1
7237,Bronze Goddess Eau Fraiche 3.4 oz By Estee Lauder Skin Scent *2014 Edition*,['age_group'],-1
6093,CORTEBERT 3 THREE CASES for ANTIQUE SWISS MEN'S POCKET WATCH or for SPARE PARTS,"['case_color', 'age_group', 'watch_shape']",-1
11434,"Sauder Harbor View Nightstand, Multiple Finishes","['count', 'age_group', 'number_of_drawers']",-1
9115,Auto Rear Lamp from India,['application'],-1
9334,Fisher-Price Elephant Soother,"['age_range', 'age_group']",-1
10607,Quickie Self Wringing Mop Head Refill,['application'],-1
3757,"Berkley Fusion19 Aberdeen Hooks, #4",['size'],-1
5203,Lucky You Men's Lucky Brand 3.3-ounce Cologne Spray (Tester),"['size', 'product_features']",-1
5263,Kevlar® Lined Cut-Resistant Glove with 3M™ Scotchlite™ Prismatic Tape - ANSI Cut Level 3 Palm - Safety Yellow,['size'],-1
3357,Advanced Womens Jackets (Tour Master),['size'],-1
3426,Tafara Hand Crocheted Sweater,"['size', 'qty']",-1
3420,Nivia & M.d. White And Orange Basket Ball Phantom Kit With Hand Bag,['size'],-1
3478,Women's coat - OTHER BRAND - Size 44,['size'],-1
3220,COTTWEILER Glaze T-Shirt,"['size', 'sm']",-1
2898,"Just Contempo French Toile Duvet Cover Set, Double, Grey",['size'],-1
3162,Details about sealed power 4063 Crankshaft Main Bearing Set 1967 Chevrolet Corvair 2.7L-H6,"['quantity_sold', 'size']",-1
4050,"Jo Malone London English Pear & Freesia Body and Hand Wash, 250ml","['skin_type', 'size']",-1
4048,Aztec Corset Halter Bikini Set - Pink Multi / M,['size'],-1
3947,European Social Charter - European Committee of Social Rights - Conclusions XIX-4/2011 (2013),"['size', 'format']",-1
4013,Epiphone PR4E Player Acoustic Electric Guitar Package,"['fingerboard_material', 'neck_material', 'number_of_frets', 'size', 'warranty_description']",-1
4231,Protection of whistleblowers - Recommendation CM/Rec(2014)7 and explanatory memorandum (2014),"['size', 'format']",-1
4203,California Bloom Women's Sublimation Print Peasant Top,['size'],-1
3718,"Enviromental Paper Food Pakcaging Box, Fruit Packaging Box","['payment_terms', 'size', 'views']",-1
3669,Ladies Shirt,"['size', 'fabric', 'sleeve_type']",-1
10541,Method Gel Hand Wash Refill,['application'],-1
1454,Bath & Body Works Hawaii Coconut Fragrance Mist 8 Oz. by Bath & Body Works,['age_group'],-1
1727,"Don't Worry, Be Happy Coloring Book Treasury (HC) Adult Coloring Book","['age_range', 'age_group']",-1
2735,Munchkin Nursery Projector & Sound System,"['age_range', 'age_group']",-1
73,Kenmore Elite 41072 washing machine,"['stackable', 'energy_star']",-1
2500,Fender FR-50CE Resonator,['neck'],-1
720,Harley Benton ST-20LH BK Standard Series,"['neck', 'number_of_strings', 'fretboard', 'frets']",-1
5083,Heritage Guitar H575 AN,"['neck', 'top', 'fretboard', 'frets']",-1
7163,Gibson Melody Maker in Vintage Sunburst,['number_of_frets'],-1
6828,Fender Mustang (Black) sn#MX16778979,"['number_of_frets', 'fret_size']",-1
6685,Fender T-Bucket 400 CE,['number_of_frets'],-1
543,Ibanez PF14WK Dreadnought in Weathered Black,"['number_of_frets', 'bridge', 'fretboard']",-1
1401,Asat Classic Bluesboy Blonde Semi Hollow,"['fretboard', 'number_of_frets']",-1
4443,Squier Vintage Modified Jaguar Electric #0302000505,"['truss_rod', 'fret_size', 'number_of_frets', 'nut_width', 'neck_shape', 'neck_finish', 'fingerboard_material', 'neck_material']",-1
3372,Jackson JS Series Dinky JS11 (Black) 5846,"['number_of_frets', 'fret_size']",-1
10655,"Ktone Harp Guitar, Acoustic Electric Double Neck Guitar with Padded Gig Bag",['top'],-1
2146,"Washburn HD10SCEB Electro Acoustic Dreadnought Guitar, Black","['bridge', 'top', 'nut_width']",-1
9195,Euromaid 90cm Slide Out Rangehood - White,"['number_of_lights', 'light_type']",-1
7541,"Bay Boat Cover - Rounded Bow, Low or No Bowrail, Trailerable",['unit'],-1
7934,Additional Seth Thomas ® Products,"['recyclable', 'unit']",-1
6954,Ultra Tank Oval,['unit'],-1
9006,Spada Curve Evo WP Stealth Black Waterproof Sports Boots,"['sole', 'water_resistance', 'main_colour']",-1
8301,Steiner Navigator Pro Binoculars,['water_resistance'],-1
3449,Supersonic® IQ3006DJ - Speaker System,['network_communication'],-1
4896,Buffalo 8-Port Gigabit Green Ethernet PoE Web Smart Switch,['network_communication'],-1
2284,Welly Ktm 1190 Rc8 R Motorcycle 1/10 Scale Diecast Model Orange/Black,['age_group'],-1
469,Buff Pro-Series Angler Gloves - Discontinued,['age_group'],-1
46,"ORLY Nail Lacquer for Women, #20071 Terracotta, 0.6 fl oz","['count', 'age_group', 'is_portable', 'form']",-1
1197,Details about Patriot Labs Battle Test - Testosterone Booster - Muscle Fitness - 60 Capsules,['age_group'],-1
1413,"Zarbee's Naturals Baby Probiotic Supplement, 20 count, 0.71 oz",['age_group'],-1
4812,Scunci No Slip Grip Hair Clip - 2 CT,['age_group'],-1
4321,Swarovski Fiction Bangle - 5217646 by Swarovski,['age_group'],-1
5170,Pure Abundance Volumizing Shampoo by Aveda for Unisex - 33.8 oz Shampoo,"['fabric_content', 'is_portable', 'age_group', 'count']",-1
5987,Naartjie Kids Naartjie Girls Cotton Short Crew Socks Dot Double Ruffle 6 Pairs Pack,['fabric_care'],-1
3431,Mini Bumble Bee Hot Pink Bella Bow Crystal Earrings,['age_group'],-1
3480,PENTAX HD D FA 645 Macro 90mm f/2.8 ED AW SR,['minimum_aperture'],-1
7797,Magtek DynaPro Payment Terminal,['power_description'],-1
2149,Midea Upright Freezer,"['power_description', 'energy_star']",-1
547,Panasonic SR-MS103 Cooker & Steamer,['power_description'],-1
8130,Samsill Fashion Pad Holders,"['depth', 'inside_pockets']",-1
3384,An Easy Pace - EZ Scan Polyester Backpack,['depth'],-1
9252,The DreamLine DLVRB-101-WH has been discontinued,"['number_of_doors', 'number_of_drawers']",-1
4140,"Northwest Territory Eagle River 18' x 10', 8 Person Tent with Quick Camp Insta-Frame","['number_of_doors', 'age']",-1
4127,2016 DeMarini Mercy ASA Slowpitch Bat - WTDXMSP-16,['age_group'],-1
6627,Laken Zebra Comforter Set,"['fabric_care', 'audience', 'fabric']",-1
10684,Dockers Girl's Pleated Jumper,['fabric_care'],-1
10639,Eden Bridals ED-5054 Women's Bridal Dress,"['fabric_care', 'dimensions']",-1
266,Doltza Ikat Printed Silk Blend Maxi,['qty'],-1
4637,Moroccan Wedding Tapis 4x6,['qty'],-1
3238,"Virine canvas pleats bag, purse, tote, shoulder bag, everyday bag, travel bag, cross body, women (11'long x 11.5'tall) black color",['qty'],-1
7280,Washers,['payment_condition'],-1
7392,Window Regulator,"['payment_condition', 'delivery_fob_port']",-1
7398,"BuBu125, Big bore cylinder","['delivery_lead_time', 'payment_condition']",-1
8479,Auto-Alternator Capacitor,"['delivery_lead_time', 'payment_condition', 'delivery_fob_port']",-1
6190,Special Washer,"['payment_condition', 'delivery_fob_port']",-1
7115,Bracelet,"['payment_condition', 'delivery_fob_port', 'delivery_lead_time']",-1
6473,PTFE(Teflon) Tube,['payment_condition'],-1
6749,prevent Slip bearing,"['delivery_lead_time', 'payment_condition']",-1
10162,DC OFF-ROAD WINCH,['payment_condition'],-1
9098,PP Circle Tube,['payment_condition'],-1
2,"4 Spindle SPM-Horizontal Drilling, Boring, & Tapping Machine",['payment_condition'],-1
5258,LED candle light,['payment_condition'],-1
3139,Quadruple-door Bookcase,"['payment_condition', 'delivery_fob_port']",-1
3984,"Cygnus 125, Titanium Valve Spring Retainer","['delivery_lead_time', 'payment_condition']",-1
278,"Sandstone 3"" Floating Candles and Cylinder Vases - Set of 18 - 3.5""D x 6"", 7.5"", 9""H",['qty'],-1
6662,Piston Pumps,['delivery_fob_port'],-1
3005,LCD Display For Apple iPhone 4s (Black),['compatible_brand'],-1
638,2016 New CHOETECH Air Vent Car Mount Cell Phone Holder with 360 Degree Rotation,['compatible_brand'],-1
8224,"OSP Designs™ Saturn Computer Desk, Black",['number_of_drawers'],-1
8072,Universal Permanent Glue Stick,"['special_features', 'washable']",-1
8145,The Whole Wide World Wall Mural,"['surface_finish', 'application_type', 'uv_resistant', 'texture', 'commercial_or_residential_certifications', 'washable', 'product_information']",-1
5493,Scotch Heat Free Laminator,['special_features'],-1
3617,Yamaha FG820 Acoustic Guitar - Autumn Burst,['number_of_strings'],-1
10463,Invacare Etude Plus Low Care Bed,['accessories'],-1
6439,Startone STS-75 Tenor Sax,['case'],-1
8798,Craftsman 216 piece Mechanics Tool Set,['case'],-1
3696,Dialogic Diva UM-BRI-2,['host_interface'],-1
3646,8in1 Card Reader/Writer,['host_interface'],-1
5761,"Pocket Size PH Meter / PH Tester / Mini Water Quality Tester for Household Drinking Water, Hydroponics, Aquariums, Swimming Pools, PH 0-14.0 Measuring Range, 0.1PH Resolution (Yellow)",['number_of_items'],-1
1384,GLE2016 5PCS Hardware Toolbox Drawer Stainless Steel Toggle Latch Hasp Locking Spring Loaded,['number_of_items'],-1
5680,"Rust Bullet RBASS82 Automotive Six Shooter Pack, Metallic Gray (Pack of 6)",['number_of_items'],-1
2955,Roll of 25 Stericycle 23' x 28' Red 1.2 mil 13 Gallon Biohazard Infectious Waste Trash Liner Bags,['number_of_items'],-1
1480,Kodak Professional Inkjet Matte Artist Canvas Paper Roll,"['paper_finish', 'machine_compatibility']",-1
6058,mophie Juice Pack Boost 2000mah for iPod & iPhone Dock Connector - Red,['compatible_brand'],-1
1716,Details about PT-16 16 Channels Wireless Flash Trigger+2Receivers Yongnuo Canon Nikon Pentax,['compatible_brand'],-1
4590,360 Degree Universal Car Phone Holder Magnetic Air Vent Mount Cell Phone Car Mobile Phone Holder Stand Mobile Phone Accessories,['compatible_brand'],-1
9222,Motorized Treadmill,['delivery_fob_port'],-1
9856,Hydraulic Briquette Press Machine,['delivery_fob_port'],-1
5532,Mitsubishi Piston Ring - S6R2,['delivery_fob_port'],-1
8346,Topeak Babyseat II Seat Only,['age'],-1
8316,Levi's Ultra High-Rise Overalls,['age'],-1
8048,nassau sandals,"['length_of_ownership', 'age', 'frequency_of_use']",-1
8055,DMR Vault Brendog Signature Pedals,"['age', 'level']",-1
7951,scout bag,"['length_of_ownership', 'age', 'frequency_of_use']",-1
8231,leather conditioner,"['length_of_ownership', 'age', 'frequency_of_use']",-1
6206,Continental 650c Supersonic Road Long Valve Inner Tube,"['interest', 'level', 'age']",-1
6231,Easton EA70 Seat Post,"['interest', 'level', 'age']",-1
6235,Castelli Women's Sciccosa Long Sleeve Jersey,"['interest', 'level', 'age']",-1
6241,maise charm,"['length_of_ownership', 'age', 'frequency_of_use']",-1
6169,Sea Turtle Riviera Shorts with 6 Inch Inseam,['age'],-1
6401,metro grand watch,"['length_of_ownership', 'age', 'frequency_of_use']",-1
5990,"Hope 1.5"" Tapered Headset Cartridge Bearing","['interest', 'level', 'age']",-1
6980,Floral Medallion Pencil Skirt,['age'],-1
6874,cameron street abalene,"['length_of_ownership', 'age', 'frequency_of_use']",-1
7087,Fabric Scoop Flat Pro Saddle,['age'],-1
7017,hummingbird ruffle dress,"['length_of_ownership', 'age', 'frequency_of_use']",-1
7394,Cardinal (Invacare) Premium Briefs - Extra Large (Bariatric),"['use', 'protection_type', 'age']",-1
7424,felt boater with jeweled bow,"['length_of_ownership', 'age', 'frequency_of_use']",-1
7370,Small Smartphone Wristlet,"['votes', 'age']",-1
7336,in the stars sagittarius bangle,"['length_of_ownership', 'age', 'frequency_of_use']",-1
8527,Brake Caliper,['delivery_lead_time'],-1
9964,GRILLES CARBON LOOK FOR BM E87 01,['delivery_lead_time'],-1
2388,E72 Mini Type Circuit Breaker,['delivery_lead_time'],-1
11105,Hotrose Rotating Disco KTV Bar Party Stage Lighting - LED RGB Crystal Ball Light with remote control,['type_of_bulb'],-1
4061,Bulb-Dec 60cac Cd2 Ge,['type_of_bulb'],-1
6488,Airblown Inflatables Christmas Animated Cookie Jar and Friends Decoration,"['wattage', 'bulb_included', 'etl_listed', 'outdoor_use', 'holiday', 'number_of_items_included', 'product_information', 'season']",-1
4852,MARSHALL – JCM-4100 – 100W VALVE AMPLIFIER,"['wattage', 'channels']",-1
2423,"1978 KENWORTH K123 for sale $15,000",['drive'],-1
8409,Desks Office Desks,['number_of_drawers'],-1
982,System x3550 M4,['case_color'],-1
1434,UniFi Video Camera G3,['microphone'],-1
12,Chukles Hestia H100 Baby Monitor System - Wireless Video and Audio,['microphone'],-1
1177,DISC Yamaha PSR-S950 Keyboard Workstation,['microphone'],-1
7594,HeatGear® Armour Up Fadeaway Fitted Boys’ ¾ Leggings,"['athlete_type', 'age', 'sport_interest']",-1
7771,StayDry Poly Disposable Briefs,"['age', 'use', 'protection_type']",-1
