,Prod_ID,titles,keys,values,cluster_num
16264,ID_7636,Skoda Yeti 2.0 TDI CR Elegance 5dr Hatchback 2013,"['transmission', 'year', 'door', 'fuel_type', 'body', 'engine_size', 'fuel', 'no_of_seats', 'tax_year', 'door', 'color', 'insurance_group', 'speed', 'engine_power', 'wheel_drive']","['Manual', '2013', '5', 'Diesel', 'Hatchback', '1968 cc', 'Diesel', '5', '£130', '5', 'Red', '12', '110 mph', '110 bhp', 'Front Wheel Drive']",0
16265,ID_7345,"Deb Guyot Designs Herkimer ""Diamond"" Quartz and Black Spinel Sterling Silver Stud Earrings","['finish', 'color', 'packaging', 'metal_stamp', 'metal_type']","['Polished', 'White', 'Boxed', '.925', 'Sterling Silver']",0
16266,ID_9746,1-1/2 in. Satin Antique Nickel Potato Knob,"['door', 'package_quantity', 'builders_hardware_product_type', 'commercial_residential', 'hardware_finish', 'knob_projection_in', 'securityansi_grade', 'knob_type']","['Universal/Reversible', '1', 'Cabinet Knob', 'Residential', 'Nickel', '1.25', 'N/A', 'Round']",0
16258,ID_6888,"Anker® 2.4G Wireless Vertical Ergonomic Optical Mouse, 800 / 1200 /1600DPI, 6 Buttons - Black",['color'],['black'],0
16183,ID_16705,"2015 Nissan Sentra - $11,995","['door', 'interior', 'engine', 'drive_size', 'transmission', 'exterior']","['4', 'Charcoal', 'I4, 1.80L, 130hp', 'Front wheel drive', 'Auto(CVT)', 'White']",0
16247,ID_7012,Epson Stylus Color Printer - New & Original,['type'],['Photo Printer'],0
16245,ID_6912,SONY - DVD PLAYER WITH USB CONNECTIVITY - MODEL: DVP-SR370 - FREE DELIVERY!,['shipping'],['Domestic (Singapore)'],0
16227,ID_6843,"DUFF-NORTON M2500-18 Machine Screw Actuator, 2000 lb, 18 In TVL","['numberofitems', 'location', 'ships_to']","['1,', 'United States,', 'US & many other countries,']",0
16228,ID_6872,"4"" x 1-1/4"" Rigid Straight Roller Bearing Polyurethane Wheel Steel Zinc Hi-Lo Caster","['finish', 'casters', 'bearing_type', 'type', 'mount', 'wheel_type']","['Zinc', 'Steel', 'Straight Roller', 'Rigid Caster', 'Top Plate', 'Polyurethane']",0
16229,ID_7426,"Insten Leather Wallet Case For Apple iPhone 6S Plus 6 Plus 5.5"" Black+Privacy Protector",['color'],['Black'],0
16230,ID_7403,"XEROX DocuMate 4799(XDM47995D-VRS/B) 24-bit color, 8-bit grayscale, 1-bit black & white 600 dpi Duplex Document Scanner",['optical_resolution'],['600 dpi'],0
16231,ID_9255,"Samsung ATIV Book 9 PLUS 13.3in. (128GB, Intel Core i5 4th Gen., 2.6GHz, 4GB)...","['ships_to', 'operating_system', 'graphics_type', 'color']","['US,', 'Windows 10,', 'Integrated/On-Board Graphics,', 'Black,']",0
16232,ID_9387,Cisco 7811 IP Phone - Cable - Wall Mountable - Charcoal Item # 765761,"['form_factor', 'network', 'speakerphone', 'display_color', 'color']","['Wall Mountable', 'Cable', 'yes', 'Monochrome', 'charcoal']",0
16233,ID_8118,FI-6240 Clr Fb Duplex Document Scanner Built-in 8.5INX11.69IN,"['sensor_type', 'media_type']","['CCD', 'Plain Paper']",0
16234,ID_8862,Leviton White Commercial Grade Toggle Switch (CS415-2WS),"['switch_type', 'csa', 'color', 'ul']","['Toggle', 'Yes', 'White', 'Yes']",0
16246,ID_7011,8 ft. Traditional Non-Retractable Door Canopy (50 in. Projection) in Ebony,"['frame', 'mount', 'assembly', 'mounting_space_required_in', 'color', 'outdoor_living_product_type', 'color', 'commercial_residential', 'minimum_clearance_requirement_in', 'water_resistant']","['Aluminum', 'Wall', 'Yes', '3', 'Ebony', 'Fixed Awning', 'Blacks', 'Commercial / Residential', '3', 'Yes']",0
16235,ID_7030,"Sp Flute Tap, Mod Bttm, M8x1.00, S/O, 3 Flt","['number_of_items', 'item', 'standard', 'thread_direction']","[': 1', ': Tap', ': ANSI', ': Right Hand']",0
16237,ID_7376,3/8 in. x 3-3/4 in. Kwik Bolt 3 Long Thread Carbon Steel Expansion Anchors (4-Pack),"['measurementtype', 'package_quantity', 'fastenerconnector_material', 'fastener_plating', 'finish_family', 'thread_type', 'thread_type', 'indooroutdoor']","['USS', '4', 'Steel', 'Zinc', 'Metallic', 'Hex Nut', 'Masonry Anchor', 'Indoor']",0
16238,ID_6575,Citroen DS20 (1973),"['technical', 'interior', 'previous_owners', 'transmission', 'fuel', 'dimension']","['Emissions-', 'Seats-', '-', 'TypeManual, Gears-, Driven Wheels-', 'TypePetrol, Economy-', 'Vehicle height-, Vehicle width-']",0
16239,ID_6574,Deluxe Natural Light Brown 44 in. x 52 in. Bamboo Roll-Up Office Chair Mat with Lip,"['commercial_residential', 'feature', 'color', 'indooroutdoor', 'cleaning_method']","['Commercial / Residential', 'No Additional Features', 'Browns / Tans', 'Indoor', 'Spot clean']",0
16240,ID_7378,"Milwaukee 48-20-7434 SDS-PLUS 2CT 1/4"" x 9"" x 11""",['diameter'],"['1/4""']",0
16241,ID_7625,Bytecc Category 6 Network Cable - 20 ft - Patch Cable - Red,"['connector_on_first_end', 'corecladding_diameter', 'connector_on_first_end', 'fiber_optic_mode', 'product', 'package_type', 'cable_type']","['1 x RJ-45 Male Network', 'Not Applicable', '1 x RJ-45 Male Network', 'Not Applicable', 'Network Cable', 'Retail', 'Category 6']",0
16242,ID_6565,Safco Entourage Stack Chair - Grass (qty. 4),['assembly'],['No'],0
16243,ID_7371,Aurora Halolite NEW 5W GU10 LED Light Bulb Warm White 3000k - 50W Retrofit - Fire Can Rated - 500 Lumens,"['numberofitems', 'productgroup']","['1', 'Lighting']",0
16244,ID_6911,SAND A880-D2000LX38-02 CORODRILL 880 U-DRILL 5723440,['hand'],['Right Hand'],0
16236,ID_7413,"Oxford® Color Bar Ruled Index Cards, 4' x 6', Pack Of 100 Item # 677226","['eco-conscious', 'recycled_content', 'recycled_content', 'quantity']","['Recycled Content', '10%', '10%', '100']",0
16182,ID_15843,E27 15W 1300Lm 5730 SMD Cool White 30 LEDs UFO Light Bulb,"['color_temperature', 'power']","['6500K', '15W']",0
16181,ID_18202,Garmin nüvi 2597LMT 5-Inch Portable Bluetooth Vehicle GPS with Lifetime Maps and Traffic (Discontinued by Manufacturer),['battery'],['1 Lithium ion batteries required. (included)'],0
16180,ID_19061,"Waterford Stanley SSUP110EICY, Supreme, 110CM, Induction, Range Cooker, Cranberry",['fuel_type'],['Electric'],0
16118,ID_15886,KEO 26043 Combined Drill & Countersinks 82� #6 HSS Uncoated,"['coated', 'cutting_direction', 'size', 'qty']","['Uncoated', 'Right Hand', '#6', '12']",0
16119,ID_19157,SanDisk Extreme PROsolid state drive - 480 GB - SATA 6Gb/s,"['form_factor', 'type']","['2.5""', 'Solid state drive - internal']",0
16120,ID_16070,‎ECAI-H3R 750-1.2/3.7C09CF IC08,"['coated', 'shank_size', 'flutes', 'shank_type', 'grade', 'o', 'cutting_edge_material', 'length_group', 'shank_size']","['Uncoated', '0.75″', '3', 'Round', 'IC08', '6″', 'Carbide', 'Extra Long', '0.75″']",0
16121,ID_16171,SplitRock Corner 10.5 in. x 7 in. x 3.5 in. Charcoal Tan Concrete Retaining Wall Block (96 Pcs / 41 Face ft. / Pallet),"['texture', 'color', 'packaging']","['Yes', 'Tan', 'Individual']",0
16122,ID_16174,Tansky - Rear Block Breather Fitting & Plug For Honda Acura B16 B18 M28 To 10AN Have in stock EP-FT001-AN10,['quantity'],['1 Piece'],0
16123,ID_15904,Genuine Samsung INR 18650 25R High Drain Flat Top Battery 2500mAh 3.7V (2PCS),"['free_shipping', 'ships_to']","[', 30-Day Returns,', 'US,']",0
16124,ID_15942,Bimo Cheapest Home Theater Portable HDMI USB LCD LED 3000lumens Projector HD 1080P WIFI Smart TV Proyector Projetor Beamer,['unit'],['piece Package'],0
16125,ID_19175,Verbatim 94178 CD/ DVD Color Slim Cases 50pk,['new'],['19'],0
16117,ID_15890,EDUP EP-8523 Antenna Outdoor Long Range 150Mbps USB WiFi N Network Adapter,['interface'],['USB'],0
16126,ID_15941,"Markings by C.R. Gibson® Round-Ring Binder, 1' Rings, 150-Sheet Capacity, Penn State Nittany Lions Item # 144541","['number_of_rings', 'color', 'sheet_size', 'quantity']","['3', 'multicolor', ""letter (8 1/2' x 11')"", '1 binder(s)']",0
16128,ID_18504,HD3S TV BOX with android 6.0 S905X TV BOX 1 g / 8 g Wifi bluetooth hd camera,['unit'],['piece Package'],0
16129,ID_3110,CHOETECH Qualcomm Quick Charge 3.0 Wall Charger with Auto Detection Tech for Samsung Galaxy S7/S7 / iPhone 6/6S/6 Plus and More,['warranty'],['No Warranty'],0
16130,ID_3112,"Teacher's Friend Printer Paper 11"" x 8.5"", Black/White (TF-3573)",['color'],['Multicolor'],0
16131,ID_18108,"Netgear® Arlo™ Smart Home Wireless Security System With 2 HD Cameras, VMS3230 Item # 891293","['water_resistant', 'quantity', 'sensor_type', 'color']","['yes', '1', 'CMOS', 'white']",0
16132,ID_3132,"50 Gal. 3 Year 65,000 BTU Low NOx Natural Gas Powered Direct Vent Water Heater","['finish_family', 'software_type', 'fuel_type', 'indooroutdoor']","['Gray', 'Commercial', 'Gas', 'Indoor']",0
16133,ID_3118,"SCT® Lock-Corner Pizza Boxes, 12w x 12d x 1-7/8h, White (SCT® 1460) - New & Original","['number_of_compartments', 'recycled_content', 'type', 'recycled_content', 'color']","['1', '35%', 'Food Storage Containers', '100%', 'White']",0
16134,ID_15950,Saeco Gran Baristo Class Super-Automatic Espresso Machine,['screen_type'],['LCD'],0
16135,ID_18502,Try N Get Bollywood Replica Net Blue And White Heavy Saree,"['occasion', 'color', 'warranty']","['Party Wear', 'Blue', 'Not Applicable']",0
16127,ID_15902,BENTLEY ARNAGE V8 4.4 GREEN LABEL - JUST 1 OWNER AND 10K MILES - REPEAT 10K MILES ! 1998 (1998),"['interior', 'previous_owners', 'exterior']","['Seats-', '1', 'Doors4, ColourGreen, Body typeSaloon']",0
16136,ID_18501,Hyundai Tucson 1.7 CRDi Blue Drive Premium 5dr 2WD Specifications,"['gears', 'service_interval_frequency-months', 'special_edition', 'special_order', 'engine_layout', 'number_of_valves', 'cylinders', 'fuel_delivery', 'service_interval_mileage', 'transmission', 'cylinder_layout']","['6 SPEED', '24', 'False', 'False', 'FRONT TRANSVERSE', '16', '4', 'COMMON RAIL', '20000', 'MANUAL', 'IN-LINE']",0
16116,ID_15892,SCHNEIDER ELECTRIC LUCC1XBL,"['brand', 'phase', 'returns']","['TeSys', '1', 'NON-RETURNABLE']",0
16114,ID_19167,DeWalt DW310K Reciprocating Saw Kit 12 Amp,['shipping'],['Calculated at checkout'],0
16096,ID_16644,Vermont American 16671 1/2-Inch by 7/8-Inch Useable Length Domed Cylinder Metal 1/4-Inch Shank Rotary File for Drill,"['date_first_available', 'size', 'measurementtype', 'color']","['April 1, 2004', 'Pack of 1', 'Metric', 'Black']",0
16097,ID_16784,"65W Laptop AC Adapter for Lenovo 45N0321, 45N0322, 45N0313, 45N0314, 0C19868",['input'],['AC100-240V'],0
16098,ID_16781,"DJI 4K, UHD 7x Zoom Handheld 4K Camera Osmo+ Black CP.ZM.000425","['color', 'binding', 'productgroup']","['Black', 'Electronics', 'Photography']",0
16099,ID_18919,E603162 - Elo 1715L Touch screen Monitor,"['color', 'product']","['Dark Gray', 'LCD Touchscreen Monitor']",0
16100,ID_15637,"Artistic 60-7-5M 14' x 30' Krystal View Curved Desk Pad for Workstations with Exclusive Microban Antimicrobial Protection, Clear",['color'],['Clear'],0
16101,ID_15582,Sudarshan Silks Subhash Sparkle New Designer Saree-blue-sut11319-vt-synthetic,['color'],['Blue'],0
16102,ID_16778,KIA CARENS 1.7 CRDi 2 5dr 2013 (2013),"['technical', 'interior', 'previous_owners', 'fuel', 'exterior']","['Emissions124 (g/km)', 'Seats7', '-', 'TypeDiesel, Economy60.1 mpg', 'Doors5, ColourSilver, Body typeEstate']",0
16103,ID_16195,V7 16GB USB 3.0 Flash Drive,"['host_interface', 'product', 'color']","['USB 3.0', 'Flash Drive', 'Black']",0
16115,ID_19163,Sony CMT-X3CD Micro Hi-Fi System with CD/Bluetooth/NFC - White,['color'],['Red Verified Purchase'],0
16104,ID_14609,Toyota Yaris TR (2012),"['technical', 'interior', 'previous_owners', 'fuel', 'dimension']","['Emissions123 (g/km)', 'Seats5', '2', 'TypePetrol, Economy52.3 mpg', 'Vehicle height1,510 mm, Vehicle width1,695 mm']",0
16106,ID_14410,"Protect It! 12-Outlet Surge Protector, 8-ft. Cord, 2880 Joules, Tel/Modem/Coaxial/Ethernet Protection",['color'],['Black'],0
16107,ID_16253,"MR.JNS11.001 Acer P1503 3200Lm Full HD 1920x1080 Projector, VGA, HDMI, Composite","['video_signal_standard', 'platform', 'digital_zoom', 'graphic_mode', 'ethernet', 'lamp_type', 'usb', 'aspect_ratio']","['HDTV', 'PC', '2x', 'Full HD', '1', 'UHP', 'Yes', '16:9']",0
16108,ID_16780,McAlpine BWSTSS 1 1/2-Inch Basket Strainer Waste Stemball Plug - Chrome,"['finish', 'number_of_items', 'color', 'battery', 'measurementtype']","['Stainless', '1', 'Chrome', 'No', 'Metric']",0
16109,ID_15695,Bluecell Pack of 10 Magnetic Ferrite Core Cord RFI EMI Noise Suppressor Cable Clip (5mm+13mm inner diameter),"['measurementtype', 'color']","['Metric', 'Black']",0
16110,ID_15211,Toyota Yaris Icon + Vvt-I (2014),"['technical', 'interior', 'previous_owners', 'fuel', 'dimension', 'exterior']","['Emissions123 (g/km)', 'Seats5', '-', 'TypePetrol, Economy52.3 mpg', 'Vehicle height1,510 mm, Vehicle width1,695 mm', 'Doors5, ColourRed, Body typeHatchback']",0
16111,ID_15197,ORICO QCK-1U 18W Quick Charge 2.0 Fast USB Wall Travel Charger for Apple Sansung Haiwei xiaomi and Other cell phone #05366223,['color'],"['Black, White']",0
16112,ID_15900,Original SanDisk Scalable 16GB USB 3.0 Flash Disk,['interface'],['USB 3.0'],0
16113,ID_18970,Artistic SS1924 Second Sight Desk Protector - Rectangle - 24' Width - Plastic - Clear Item # 997841,"['quantity', 'color']","['1', 'clear']",0
16105,ID_15635,Toyota Auris Touring Sport 1.8 Hybrid Business Edition 5dr CVT Blue,"['cc', 'tyre_size_rear', 'cylinders', 'turning_circle-kerb_to_kerb', 'torque', 'engine_power', 'wheelbase', '0-60', 'space_saver', 'alloys', 'torque', 'tyre_size_rear', 'gross_vehicle_weight', 'speed', 'no_of_seats', 'fuel', 'engine_power', 'number_of_valves', 'cylinders-stroke', 'cylinders', 'tyre_size_rear', 'cylinder_layout']","['1,798', '205/55 R16', '4', '10.4 m', '4000 RPM', '5,200 RPM', '2,600 mm', '11.2 secs', 'Yes', 'Yes', '142 Nm', '205/55 R16', '1,815 kg', '112 mph', '5', '45 Litres', '136 BHP/PS', '16', '88.3 mm', '80.5 mm', 'Space Saver', 'In-Line']",0
16268,ID_7703,"ZOTAC GeForce GTX 1070 AMP! Edition, ZT-P10700C-10P, 8GB GDDR5 IceStorm Cooling, Metal Wraparound Carbon ExoArmor exterior, Ultra-wide 100mm Fans, Spectra Lighting, PowerBoost, FREEZE fan stop","['graphics_coprocessor', 'max_screen_resolution', 'processor_count', 'memory_type']","['Nvidia GeForce', '7680 x 4320', '1', 'GDDR5']",0
16137,ID_18098,"Multi-Tool, 6-5/16 in, Blunt, Black, 14 Tool","['color', 'locking']","['Black', 'Yes']",0
16139,ID_3115,StarTech DisplayPort to HDMI 4K Audio/Video Converter,"['operating_temperature', 'color', 'rohs_compliance']","['0 - 70 °C', 'Black', 'Yes']",0
16162,ID_19199,Sony RDR-HX720 160GB Multi System Region Free DVD Recorder PAL/NTSC,['color'],['Silver'],0
16163,ID_15210,"Mobile Workbench Cabinet, 3600 lb., 53"" L","['finish', 'gauge', 'number_of_doors', 'shelf_count', 'drawer_quantity', 'color', 'casters']","[': Powder Coated', ': 12', ': 2', ': 1', ': 0', ': Gray', ': Polyurethane']",0
16164,ID_18611,Quantum MR-L5MQN-20 Data Cartridge - LTO Ultrium LTO-5,"['packaged_quantity', 'product']","['20', 'Data Cartridge']",0
16165,ID_18913,"Beverage Air CDR3/1-S-20 Curved Glass Refrigerated Bakery Display Case 37"" - 13.4 Cu. Ft.","['hertz', 'shelf_count', 'phase', 'horsepower', 'color']","['60', '2', '1', '1/3 HP', 'Silver']",0
16166,ID_18958,"ColorTex Polycarbonate Chair Mat, 36' x 48', Autumn Leaves Item # 188188","['recommended_use', 'color', 'edge_type']","[""industrial-grade carpet (up to 1/4')"", 'multicolor', 'straight']",0
16167,ID_18969,"Arclyte Technologies Inc. N00380 HP-Compaq Laptop Battery - HP Pavilion dv4,dv5,HP HDX 16, HP G50 - 4400 mAh - Lithium (Li) - 10.8 V DC","['number_of_cells', 'battery', 'battery']","['6', 'Proprietary Battery Size', 'Lithium (Li)']",0
16168,ID_16756,Airwick Freshmatic Snuggle Air Spray - Spray - 6.17 oz - 60 Day - 2 / Pack - Long Lasting Item # 251161,"['color', 'quantity']","['clear', '2']",0
16169,ID_16285,"Panasonic ET LAD40W Replacement Lamp, Pack of 2",['packaged_quantity'],['2 (specifications are for single item)'],0
16161,ID_19174,"LITTLE GIANT Heavy-Duty Utility Trucks with Crossbrace Handle and Floor Lock - 36""Wx24""D Shelf - 1-1/2"" lip on both shelves",['unit'],['EA'],0
16170,ID_19153,"Dining table, Dining chair, Glass table, Tube furniture, Dining furniture, Hard PVC Leather Chair",['fob_port'],['Taichung'],0
16172,ID_15936,"Pro-One Performance Products EMPI 58-3501-0 ANTENNA, VW BUG 67-79",['exterior'],['Smooth'],0
16173,ID_15908,"3M TL-901 9"" Heat Laminator - Two Roller System - 15.5 x 6.75 x 3.75""",['assembly'],['No'],0
16174,ID_8884,"NORTON 66261149842 6"" P80-C GRIT A290 NO FIL ADALOX PSA DISCS 100 R","['min_order', 'product', 'item_width']","['1', 'Abrasives', '0']",0
16175,ID_19155,"Bunn 20138.1000 13 3/4"" x 5 1/4"" 1.5 Gallon Coffee Filter - 500/Case","['shipping', 'color']","['Usually Ships in 1 Business Day', 'White']",0
16176,ID_16275,36 in. x 80 in. Traditional 3/4 Lite Stained Mahogany Wood Prehung Front Door,"['end_type', 'hinge_type', 'door_configuration', 'jamb_size_in', 'glass_type', 'color', 'suggested_application', 'feature', 'door', 'hinge_finish', 'energy_star', 'door', 'included', 'panel_type', 'frame', 'door', 'bore_type']","['Stained', 'Ball Bearing', 'Single Door', ""4-9/16'"", '3/4 Lite', 'Mahogany', 'Front', 'Brickmould,Weatherstripping', 'Exterior Prehung', 'Nickel', 'Not Qualified', 'Classic', 'No Additional Items Included', '2 Panel', 'Wood', 'Right-Hand/Inswing', 'Double Bore']",0
16177,ID_16069,"SAVE £24,000 OFF LIST PRICE - BENTLEY CONTINENTAL GTC SPEED 6.0 W12 CONVERTIBLE - EXCELLENT SPECIFICATION","['technical', 'interior', 'previous_owners', 'dimension', 'exterior']","['Emissions-', 'Seats-', '-', 'Vehicle height-, Vehicle width-', 'Doors2, ColourGrey, Body typeConvertible']",0
16178,ID_16291,Sans Digital TowerRAID TR5UT+BN DAS Array - 5 x HDD Supported - 40 TB Supported HDD Capacity,"['packaged_quantity', 'form_factor']","['1', 'Tower']",0
16179,ID_19138,Sudarshan Silks Bansi New South Saree-multicolor-msc858-mv-cotton,['color'],['Black'],0
16171,ID_15923,"Alera Wire Shelving Starter Kit, Four-Shelf, 36w x 18d x 72h, Silver","['color', 'shelf_count']","['Silver', '4']",0
16138,ID_15940,"KCC 32504 Kimberly-Clark Professional* Electronic Cassette Skin Care Dispenser, 1200mL, 7.29 x 11.69 x 4, Black","['lead_time', 'mount', 'color']","['1-2 business days', 'Wall', 'Black']",0
16160,ID_19172,Nikon Coolpix W100 Wi-Fi Shock & Waterproof Digital Camera (Blue) with 16GB Card + Case + Selfie Stick + Float Strap + Kit,"['screen_type', 'digital_zoom', 'monitor_resolution', 'flash', 'sensor_type', 'interface', 'nfc', 'storage', 'digital_zoom', 'wifi']","['LCD', '4x', '230,000 pixels', 'Built-in', 'CMOS', 'HDMI D (Micro) Micro-USB', 'Built-in', 'SD / SDHC / SDXC memory card', '3x', 'Built-in']",0
16158,ID_18938,Kingston SDC10G2/32GB microSDHC UHS-I Card (Class 10) - 32GB,['warranty'],['Lifetime'],0
16140,ID_15668,"HON® 10700 Series™ Prestigious Laminate Credenza Shell, Harvest Cherry Item # 841039","['cord_management', 'standard', 'assembly', 'collection', 'furniture_style', 'product_series', 'drawer_quantity', 'eco-conscious', 'recycled_content', 'quantity', 'color']","['yes', 'ANSI/BIFMA; ISTA', 'yes', '10700 Series', 'traditional', '10700', '0', 'recycled content', '3%', '1', 'harvest cherry']",0
16141,ID_3111,Schneider Electric ZB4BT6,['brandseries'],"[':, Harmony XB4 Series']",0
16142,ID_3146,"Acer G276HLJ - LED monitor - 27""","['display_position_adjustments', 'color', 'brightness', 'panel_type', 'aspect_ratio', 'contrast_ratio']","['Tilt', 'Black', '250 cd/m²', 'TN', 'Widescreen - 16:9', '100000000:1 (dynamic)']",0
16143,ID_18307,1.18 in. Polished Nickel Knob,"['finish', 'knob_type', 'hardware_finish', 'builders_hardware_product_type']","['Polished Nickel', 'Round', 'Nickel', 'Cabinet Knob']",0
16144,ID_18508,"Hunter 53090 Builder Deluxe 5-Blade Single Light Ceiling Fan with Brazilian Cherry/Stained Oak Blades and White Cased Glass Light Bowl, 52-Inch, Brushed Nickel","['finish', 'shape', 'battery', 'size', 'number_of_items', 'use', 'power_source', 'standard', 'color']","['Brushed Nickel', 'Circular', 'No', '3', '1', 'General Purpose', 'Hardwire', 'Not Applicable', 'Brushed Nickel']",0
16145,ID_18499,"Mainstays Tufted Leather Mid-Back Chair, Multiple Colors",['assembly'],['Y'],0
16146,ID_3171,Livex Lighting Frontenac White Outdoor Wall Lantern W/ 3 Light 60w,"['platform', 'color']","['eBay US', 'White']",0
16147,ID_18095,"UGREEN USB to IEEE1284 CN36 Parallel Printer Adapter Cable for Printer, Inkjet, Laser etc (3FT)",['battery'],['No'],0
16159,ID_19171,Demon Carburetion 120005 Needle & Seat; .150 in.; Stainless Steel; Pair;,['color'],['Multicolor'],0
16148,ID_3106,Detalles acerca de Harman Kardon AVR-1610S 5.1 Channel Network A/V Receiver,['estado_del_artãculo'],['Nuevo'],0
16150,ID_15879,360 Vision External VisionDome - 18x Col/Mono External Dome Camera With 1/4 Inch Chip,"['chip_inch_size', 'color', 'indooroutdoor', 's_n_signal_noise_ratio_db', 'video_output', 'resolution_tvl', 'sensitivity_lux', 'signal_mode', 'dome_type']","['1/4', 'Color / Monochrome', 'Outdoor', '50', '1 Vp-p, 75 ohms', '520', '0.01', 'PAL', 'Continuous Rotation']",0
16151,ID_16653,"27 in. SHD Series 6-Drawer Cabinet, Black","['product', 'shelf_count', 'assembly', 'included', 'number_of_wheels', 'color', 'color', 'grade', 'drawer_quantity']","['Tool Storage', '0', 'Yes', 'Wheels', '4', 'Black', 'Black', 'Heavy Duty', '6']",0
16152,ID_16282,"2014 Lexus RX 350 3.50 Premium | Heated and Ventilated Front Seats, Power Moonroof, USB, Bluetooth, Backup Camera - Mississauga","['status', 'transmission', 'automatic', 'black']","['Stock Number', 'Doors', '---', 'Gasoline']",0
16153,ID_18957,2-port DVI USB KVM Switch Kit TK-204UK,['product'],['KVM Switch'],0
16154,ID_18956,Nuvo Lighting Dawson Georgetown Bronze One Light LED Flush Mount Fixture with Frosted Glass,"['finish', 'voltage', 'category']","['Bronze', '110 to 120 Volt', 'Flush & Semi Flush Lighting']",0
16155,ID_18955,"Silverstone Tek Mini-DTX, Mini-ITX Small Form Factor Computer Case with Faux Aluminum Front Panel Cases SG13B-Q","['binding', 'numberofitems']","['Personal Computers', '1']",0
16156,ID_16691,"In Win Mini ITX Case with a 200W Power Supply, IN WIN, BP655.FH200",['color'],['Black'],0
16157,ID_16712,"925 Silver Plated Pearl Round Hook Long Dangle Ear line Earrings Earring Pendant,Jewelry Wholesale C66","['holiday', 'occasion', 'quantity', 'color', 'color']","[""Valentine's Day"", 'Party', '1 Pair', 'Silver Plated', 'White']",0
16149,ID_4414,New Dewalt DCGG571B 20V 20 Volt Max Lithium Ion Cordless Grease Gun (Bare tool),"['ships_to', 'free_shipping']","['US & many other countries,', ', 30-Day Returns,']",0
16617,ID_8059,Flowmaster Exhaust Tip - 2.5 x 4.0 in Angle Cut Polished SS Fits 2.50 in. Tubing - Weld On,"['shape', 'finish']","['Round', 'Stainless Steel']",0
16618,ID_7456,Soocoo Action Camera Accessories Kit for AKASO EK7000 APEMAN Campark ODRVM NEXGADGET EKEN WIMIUS Lightdow Vtin SJCAM SJ4000 5000 6000 7000 SOOCOO C30/C10S Cameras - Black Silver (49 Items),['color'],['Black'],0
16619,ID_7222,Sea Gull Lighting Childress Black One-Light Energy Star LED Outdoor Wall Sconce,"['resources', 'color_rendering_index']","['Outdoor Lighting Buying Guide', '80 - Good']",0
17079,ID_9730,Fellowes Powershred M-7C Cross-Cut Shredder,"['product_line', 'color']","['Powershred', 'black']",0
17080,ID_974,V7 Repl Battery DELL LATITUDE E6400 E6500 OEM# 312-0749 0FU571 0KY265 0PT434 Item # 859342,"['applicationusage', 'rechargeable', 'number_of_cells', 'battery']","['Notebook', 'Yes', '9', 'lithium ion (Li-ion)']",0
17081,ID_950,Vizelex RhinoCam for Canon EOS DSLR Cameras (EF Full Frame & EF-s APS-C) with Hasselblad V Lens Mount - for Shift Stitching Medium Format Sized Images,['warranty'],['24 Months'],0
17082,ID_945,2 in. x 8 in. x 8 ft. #2 and Better Prime Kiln-Dried Heat Treated Doug Fir Lumber,"['feature', 'texture']","['Paintable,Stainable', 'Smooth']",0
17083,ID_954,"1994 Duncan 3276NP Yo Yo String, White (5-Pack)",['year'],['1994'],0
17084,ID_10706,"20 Inch Led Light Bar Eyourlife 126W Led Fog Driving Lights Flood Spot Combo Beam Waterproof IP67 Bumper Light Bar ATV, SUV, UTV Off road Vehicle Boat Lighting Accessories","['color_temperature', 'color']","['6000K', 'White']",0
17085,ID_946,SLV Lighting North America Silver Grey One-Light LED Outdoor Flushmount,"['bulbwatt', 'voltage']","['1 - 9 watt LED bulbs', '110 to 120 Volt']",0
17086,ID_1148,Centon Collegiate LTSCIPAD-CORN Carrying Case (Sleeve) for iPad - Black Item # 189023,"['applicationusage', 'device_supported', 'color']","['iPad', 'tablet', 'black']",0
17087,ID_1166,Olympus C-770 Ultra Zoom 4MP Digital Camera with 10x Optical Zoom,"['memory_type', 'extended_iso', 'extended_iso', 'digital_zoom', 'viewfinder', 'image_stabilization']","['No', '400', '50', '10x', 'LCD', 'None']",0
17088,ID_1164,"1-3/4 in. Thick Antique Brass Plated Lock and Door Reinforcer, 2-1/8 in. Single Bore, 2-3/8 in. Backset","['color', 'commercialresidential', 'mounting_hardware_included']","['Metallics', 'Commercial,Residential', 'No']",0
17089,ID_1160,6.3 cu. ft. Electric Range with Self-Cleaning Convection Oven in Smooth White,"['appliance_type', 'returns', 'fuel_type', 'number_of_items', 'color', 'handle_type', 'certifications_and_listings', 'convection']","['Electric Range', 'Non-Returnable', 'Electric', '5', 'White', 'Digital', '1-UL Listed,ETL Listed', 'Yes']",0
17090,ID_919,"Golden Heavy Body Acrylic Paint, 16 Oz, Violet Oxide Item # 955248","['quantity', 'contents_per_unit', 'product']","['1', '16 oz', 'acrylic']",0
17091,ID_283,Five Light Chandelier,"['safety_rating', 'number_of_bulbs', 'bulb_base']","['UL', '5', 'Candelabra']",0
